Article Title,Abstract,Publication Year
"LLM-Driven, Self-Improving Framework for Security Test Automation: Leveraging Karate DSL for Augmented API Resilience","Modern software architectures heavily rely on APIs, yet face significant security challenges, particularly with Broken Object Level Authorization (BOLA) vulnerabilities, which remain the most critical API security risk according to OWASP. This paper introduces Karate-BOLA-Guard, an innovative framework leveraging Large Language Models (LLMs) and Retrieval-Augmented Generation (RAG) techniques to automate security-focused test case generation for APIs. Our approach integrates vector databases for context retrieval, multiple LLM models for test generation, and observability tools for process monitoring. Initial experiments were carried out on three deliberately vulnerable APIs (VAmPI, Crapi, and OWASP Juice Shop), with subsequent validation on fifteen additional production APIs spanning diverse domains including social media, version control systems, financial services, and transportation services. Our evaluation metrics show Llama 3 8B achieving consistent performance (Accuracy: 3.1-3.4, Interoperability: 3.7-4.3) with an average processing time of 143.76 seconds on GPU. Performance analysis revealed significant GPU acceleration benefits, with 20-25x improvement over CPU processing times. Smaller models demonstrated efficient processing, with Phi-3 Mini averaging 69.58 seconds and Mistral 72.14 seconds, while maintaining acceptable accuracy scores. Token utilization patterns showed Llama 3 8B using an average of 36,591 tokens per session, compared to Mistral's 25,225 and Phi-3 Mini's 31,007. Our framework's effectiveness varied across APIs, with notably strong performance in complex platforms (Instagram: A = 4.3, I = 4.4) while maintaining consistent functionality in simpler implementations (VAmPI: A = 3.6, I = 4.3). The iterative refinement process, evaluated through comprehensive metrics including Accuracy (A), Complexity (C), and Interoperability (I), represents a significant advancement in automated API security testing, offering an efficient, accurate, and adaptable approach to detecting BOLA vulnerabilities across diverse API architectures.",2025
Application of Open AI in Small and Medium-Sized Enterprise (SME) Risk Assessment and Financial Analysis System,"In recent years, with the rapid development of technology, artificial intelligence (AI) has also been growing rapidly. From widely known applications like Apple's Siri to the recent highly popular ChatGPT, people are leveraging AI for entertainment, learning, creative endeavors, and more. This project aims to utilize the widely acclaimed ChatGPT to create risk assessment and financial analysis tools tailored for small and medium-sized enterprises (SMEs), thereby facilitating business growth.",2024
MetaRisk: Semi-supervised few-shot operational risk classification in banking industry,"We study the operational risk classification problem, a critical yet challenging problem in the banking industry. In practice, banks build supervised multi-label classification models to identify the pre-defined risks using financial news sources. However, the models are often suboptimal due to the lack of labeled data and diverse combinations of risk types. To address these practical issues, we re-frame multi-label supervised operational risk classification as a semi-supervised few-shot learning problem, named MetaRisk, which can then be effectively learned using the prototypical network. We also propose a weighted scheme to help obtain accurately prototype vectors of multi-risk classes. We evaluate the proposed approach MetaRisk using a real-world operational risk classification dataset, and the results demonstrate that it outperforms a set of standard baselines. Especially, MetaRisk is capable of predicting risk types that are new to the system. We expect our work provides a direct and relevant toolkit that may assist risk officers to predict and intervene risks in the banking industry. (C) 2020 Elsevier Inc. All rights reserved.",2021
From fiction to fact: the growing role of generative AI in business and finance,"Generative Artificial Intelligence (AI), such as ChatGPT by OpenAI, has revolutionized the business world, with benefits including improved accessibility, efficiency, and cost reduction. This article reviews recent developments of generative AI in business and finance, summarizes its practical applications, provides examples of the latest generative AI tools, and demonstrates that generative AI can revolutionize data analysis in industry and academia. To test the ability of generative AI to support decision-making in financial markets, we use the ChatGPT to capture corporate sentiments towards environmental policy by inputting text extracted from corporate financial statements. Our results demonstrate that the sentiment scores generated by ChatGPT can predict firms' risk-management capabilities and stock return performance. This study also highlights the potential challenges and limitations associated with generative AI. Finally, we propose several questions for future research at the intersection of generative AI with business and finance.",2023
Does ChatGPT provide better advice than robo-advisors?,"We develop three investor profiles with different risk attitudes and consult ChatGPT and 17 roboadvisors to recommend an investment portfolio. We compare the recommendations with a benchmark derived from academic literature. ChatGPT's recommendations align with the three investor profiles and the benchmark. In contrast, only three out of the 17 robo-advisors come close to meeting the benchmark for all three investor profiles. Three robo-advisors fail to meet the benchmark for all investor profiles. Our findings reveal that ChatGPT provides better financial advice for one-time investments than robo-advisors. A policy implication is to clearly disclose that independent sophisticated chatbots can be recommended as a trustworthy source of information for retail investors.",2024
ChatGPT-Related Risk Patterns and Students' Creative Thinking Toward Tourism Statistics Course: Pretest and Posttest Quasi-Experimentation,"The existing research highlights the pivotal role of ChatGPT usage-related risk patterns in higher education students' creative thinking. Data was obtained from 1443 students at seven tourism colleges in Egypt. Statistical analysis tools (i.e., SPSS v.26 and ADANCO v.2.4) were employed for path testing. PLS-SEM findings proved that students' privacy, performance, financial, and psychological risks towards ChatGPT usage significantly decreased their creative thinking towards tourism statistics courses. Besides, students' inherent creative abilities positively affected creative thinking. Further, SPSS-based quasi-experimental findings confirmed that students who use ChatGPT apps have several risks that influence their creative thinking. Accordingly, the existing paper provides keen insights for tourism education policymakers.",2025
Addressing the notion of trust around ChatGPT in the high-stakes use case of insurance,"The public discourse concerning the level of (dis)trust in ChatGPT and other applications based on large language models (LLMs) is loaded with generic, dread risk terms, while the heterogeneity of relevant theoretical concepts and empirical measurements of trust further impedes in-depth analysis. Thus, a more nuanced understanding of the factors driving the trust judgment call is essential to avoid unwarranted trust. In this commentary paper, we propose that addressing the notion of trust in consumer-facing LLM-based systems across the insurance industry can confer enhanced specificity to this debate. The concept and role of trust are germane to this particular setting due to the highly intangible nature of the product coupled with elevated levels of risk, complexity, and information asymmetry. Moreover, widespread use of LLMs in this sector is to be expected, given the vast array of text documents, particularly general policy conditions or claims protocols. Insurance as a practice is highly relevant to the welfare of citizens and has numerous spillover effects on wider public policy areas. We therefore argue that a domain-specific approach to good AI governance is essential to avoid negative externalities around financial inclusion. Indeed, as a constitutive element of trust, vulnerability is particularly challenging within this highstakes set of transactions, with the adoption of LLMs adding to the socio-ethical risks. In light of this, our commentary provides a valuable baseline to support regulators and policymakers in unravelling the profound socioeconomic consequences that may arise from adopting consumer-facing LLMs in insurance.",2024
Measuring climate risk with ChatGPT: the influence of firms market value within supply chains in China,"This study examines the influence of climate risk on upstream and downstream firms within supply chains using Chat Generative Pre-trained Transformer (ChatGPT). Climate risk not only affects corporate asset pricing but also propagates through interconnected supply chains, amplifying its impact on firms' financial performance and market value. The Chat Generative Pre-trained Transformer 4th generation optimised mini (ChatGPT-4o-mini) model measures firms' climate risk levels, and the consistency and validity of this metric are verified against multiple external benchmarks. Empirical analysis based on two datasets reveals that corporate climate risks reduce the market value of upstream and downstream partners, with the magnitude of this impact varying by ownership structure, size, market power, and geographical proximity. This study provides empirical evidence and theoretical support for quantifying firm-level climate risk, mitigating climate risk shocks in supply chains, and constructing secure and resilient supply chain networks.",2025
Online Personalizing White-box LLMs Generation with Neural Bandits,"Personalized content generation by Large Language Models (LLMs) in finance presents a challenge: efficiently adapting text to individual preferences without creating unique models for each user. This study introduces an innovative online method for financial applications, employing neural bandit algorithms to dynamically optimize soft instruction embeddings based on user feedback, enhancing personalization in white-box LLMs. Through experiments on public generation tasks, we demonstrate significant performance improvements. Notably, our NeuralTS implementation achieves up to a 62.9% improvement in ROUGE scores and a 2.76% increase in LLM-agent evaluation for personalized content generation. This research showcases the efficacy of neural bandits in refining LLM outputs to align with client-specific needs and regulatory requirements, marking a pivotal step towards feasible and effective adaptive text generation in finance. Our method offers a promising and scalable solution for financial institutions to enhance client engagement, improve risk assessment, and streamline regulatory reporting.",2024
Nexus between Chat GPT usage dimensions and investment decisions making in Pakistan: Moderating role of financial literacy,"This study's primary goal is to investigate and gain better knowledge of the relationship between ChatGPT usage dimensions such as analyzing data, managing risk, optimizing portfolios, forecasting market trends, and conducting sentiment analysis and investment decisions of investors in the Pakistan stock market, as well as the moderating role of financial literacy. The sample for this study included individual stock market investors in Pakistan. Using a self-administered questionnaire and a cross-sectional design, a non-probability convenience sampling technique followed by snowball techniques was used to collect data from 388 active and potential individual investors. The study's findings showed that ChatGPT usage dimensions have a positive and significant impact on investment decision making. Furthermore, financial literacy is found to moderate the relationship between optimizing portfolios, forecasting market trends, and investment decision making. The study's findings outlined practical implications for the researcher, financial advisors, individual investors, governmental decision-makers, policymakers, and stock market authorities who are interested in leveraging the benefits of artificial intelligence and machine learning in investment decision making in the context of emerging economies like Pakistan.",2024
How supply chain digitalization investment affects firm's financial and non-financial performance: Evidence from listed companies in China,"Although many studies have focused on the impact of digitalization on firm performance, a definitive conclusion has yet to be reached. This study aims to comprehensively reveal the mechanisms by which SCDI affects firm performance. We employ large language model to identify the annual report information, and measure the SCDI for Chinese listed companies from 2017 to 2022. The empirical results indicate that SCDI contributes to improving supply chain capabilities, including reducing supply chain risk and enhancing supply chain efficiency. However, it also leads to increased financial risk and resource slack. Furthermore, SCDI decreases financial performance but increases non-financial performance. This study is an early attempt to uncover the paradoxical outcomes of SCDI, providing a new explanation of digitalization failure and the mechanisms behind the ITproductivity paradox hypothesis.",2024
Investigating the beneficial impact of segmentation-based modelling for credit scoring,"Due to its vital role in financial risk management, credit scoring has been investigated extensively in extant information systems studies. However, most credit scoring studies rely on one-size-fits-all classifiers with logistic regression (LR) as a popular benchmark. Moreover, extant literature largely focuses on predictive performance as an evaluation criterion. To find a better balance between predictive performance and interpretability though, the current study investigates the beneficial impact of segmentation-based modelling by benchmarking the logit leaf model (LLM) which is based on LR and decision trees. By a large experimental setup using a real-life credit scoring data set containing 65,536 active customers, we find that LLM is a viable classifier over its constituent parts, i.e., LR and decision trees, and is very competitive to state-of-the-art credit decision making techniques (neural networks, support vector machines, bagging, boosting and random forests) on three evaluation metrics (AUC, top-decile lift and profit). Furthermore, we show its extraordinary interpretability capacities by proposing a new visualization based on the LLM output. In sum, the excellence of the LLM as a classifier for credit decision making problems stems from its ability to combine strong predictive performance with interpretable insights that in turn can inform managerial decisions.",2024
LLMs and NLP Models in Cryptocurrency Sentiment Analysis: A Comparative Classification Study,"Cryptocurrencies are becoming increasingly prominent in financial investments, with more investors diversifying their portfolios and individuals drawn to their ease of use and decentralized financial opportunities. However, this accessibility also brings significant risks and rewards, often influenced by news and the sentiments of crypto investors, known as crypto signals. This paper explores the capabilities of large language models (LLMs) and natural language processing (NLP) models in analyzing sentiment from cryptocurrency-related news articles. We fine-tune state-of-the-art models such as GPT-4, BERT, and FinBERT for this specific task, evaluating their performance and comparing their effectiveness in sentiment classification. By leveraging these advanced techniques, we aim to enhance the understanding of sentiment dynamics in the cryptocurrency market, providing insights that can inform investment decisions and risk management strategies. The outcomes of this comparative study contribute to the broader discourse on applying advanced NLP models to cryptocurrency sentiment analysis, with implications for both academic research and practical applications in financial markets.",2024
"The Role of ChatGPT in the Advancement of Diagnosis, Management, and Prognosis of Cardiovascular and Cerebrovascular Disease","Cardiovascular and cerebrovascular disease incidence has risen mainly due to poor control of preventable risk factors and still constitutes a significant financial and health burden worldwide. ChatGPT is an artificial intelligence language-based model developed by OpenAI. Due to the model's unique cognitive capabilities beyond data processing and the production of high-quality text, there has been a surge of research interest concerning its role in the scientific community and contemporary clinical practice. To fully exploit ChatGPT's potential benefits and reduce its possible misuse, extreme caution must be taken to ensure its implications ethically and equitably. In this narrative review, we explore the language model's possible applications and limitations while emphasizing its potential value for diagnosing, managing, and prognosis of cardiovascular and cerebrovascular disease.",2023
Large Language Model in Financial Regulatory Interpretation,"This study explores the innovative use of Large Language Models (LLMs) as analytical tools for interpreting complex financial regulations. The primary objective is to design effective prompts that guide LLMs in distilling verbose and intricate regulatory texts, such as the Basel III capital requirement regulations, into a concise mathematical framework that can be subsequently translated into actionable code. This novel approach aims to streamline the implementation of regulatory mandates within the financial reporting and risk management systems of global banking institutions. A case study was conducted to assess the performance of various LLMs, demonstrating that GPT-4 outperforms other models in processing and collecting necessary information, as well as executing mathematical calculations. The case study utilized numerical simulations with asset holdings including fixed income, equities, currency pairs, and commodities - to demonstrate how LLMs can effectively implement the Basel III capital adequacy requirements.",2024
Advanced Default Risk Prediction in Small and Medum-Sized Enterprises Using Large Language Models,"Predicting default risk in commercial bills for small and medium-sized enterprises (SMEs) is crucial, as these enterprises represent one of the largest components of a nation's economic structure, and their financial stability can impact systemic financial risk. However, data on the commercial bills of SMEs are scarce and challenging to gather, which has impeded research on risk prediction for these businesses. This study aims to address this gap by leveraging 38 multi-dimensional, non-financial features collected from 1972 real SMEs in China to predict bill default risk. We identified the most influential factors among these 38 features and introduced a novel prompt-based learning framework using large language models for risk assessment, benchmarking against seven mainstream machine learning algorithms. In the experiments, the XGBoost algorithm achieved the best performance on the Z-Score standardized dataset, with an accuracy of 81.42% and an F1 score of 80%. Additionally, we tested both the standard and fine-tuned versions of the large language model, which yielded accuracies of 75% and 82.1%, respectively. These results indicate that the proposed framework has significant potential for predicting risks in SMEs and offers new insights for related research.",2025
"Characterizing, Detecting, and Correcting Comment Errors in Smart Contract Functions","NatSpec comments play an essential role in smart contracts. Their clear and informative format helps users gain an accurate understanding of smart contract functions and diminish financial risk. However, widespread non-adherence to NatSpec standards currently causes confusion for both end-users and developers. Current research often neglects the importance of NatSpec formats or solely emphasizes user-centric comments in smart contract generation. This oversight can hinder contract trustworthiness, code reusability, maintenance efficiency, and ultimately, the development of the community ecosystem. To bridge this gap, this paper presents the first empirical study on 253 verified contracts encompassing 16,620 functions from Etherscan, uncovering that 87% of the smart contract functions have Comment Errors (CE) and pinpointing prevalent deviation patterns. Based on our findings, we propose CETerminator, an automated approach for detecting and rectifying CE in smart contract functions. Due to the scarcity of NatSpec-compliant comments for collected smart contract functions, CETerminator employs in-context learning on a large language model to generate NatSpec comments. The approach then compares the original and the generated comments, utilizing corpus-driven heuristic rules to identify and correct diverse error categories in the original comments. In our evaluation, CETerminator demonstrates a high token overlap rate for addressing missing comments. In addition, the average precision, recall, and F1-scores for handling inconsistency comments are 85.28%, 86.48%, and 85.85%, respectively, outperforming the baseline by 39.79%, 39.53%, and 39.84%.",2024
FinCaKG: A Framework to Construct Financial Causality Knowledge Graph from Text,"Causality analysis holds a prominent role in finance, and the presentation of causality could offer valuable insights for risk mitigation and investment decisions. Recent research has extensively investigated the identification of causality from text, yet there is still a significant deficiency in providing a comprehensive causality presentation from those textual discoveries. In this paper, we present an end-to-end framework to automatically construct Financial Causality Knowledge Graph (FinCaKG) from text, which allows us to visualize the captured causality from a holistic perspective. This framework involves three distinct tasks, including causality sentence detection, cause-effect span identification, and causal dependency representation. To examine the adaptability of FinCaKG framework, we generate, compare, and analyze the distinct FinCaKGs created from different corpus. The results show that this framework has the capability to not only capture the confidential causality but also represent them in a highly detailed manner in the resulting knowledge graphs. We perform a comparative study with ConceptNet, revealing the notable contributions of FinCaKGs in terms of domain coverage and the density of its causal knowledge. Furthermore, we implement two case studies to examine the capability of financial role declaration and distinction of ChatGPT and FinCaKGs applications. We found that, compared to ChatGPT, FinCaKGs are able to represent the much clearer and more distinctive logic opinions among diverse financial roles. The related resources will be available in the webpage https://www.ai.iee.e.titech.ac.jp/FinCaKG/.",2025
Artificial intelligence: Can it help us better grasp the idea of epilepsy? An exploratory dialogue with ChatGPT and DALL•E 2,"Background: The conceptual definition of epilepsy has been changing over decades and remains debatable. We assessed how artificial intelligence (AI) conceives epilepsy and its impact on a person's life through verbal and visual material. Methods: We asked the Chat Generative Pre-Trained Transformer (ChatGPT, OpenAI) to define epilepsy and its impact. Prompts from ChatGPT were transferred to another AI tool DALL center dot E 2 (Open AI) to generate visual images based on verbal input. Results: The ChatGPT definition on epilepsy relied on both its conceptual and practical definitions. It titled epilepsy to be a neurological disorder characterized by recurring seizures that has significant impact on patients' lives and is diagnosed after two or more unprovoked seizures or if there is a high risk of future seizures. ChatGPT presented nine issues - seizure-related injuries, limitations on daily activities, emotional and psychological impact, social stigma and isolation, educational and employment challenges, relationship and family dynamics, medication side effects, financial burden, and coexisting conditions - as major consequences of epilepsy. AIgenerated images ranged from direct portrayals of these phenomena to abstract imagery but were mostly deprived of symbolic elements and visual metaphors. Conclusion: We showed that AI can identify and visually interpret the burden of epilepsy from medical, societal and economical perspectives. However, the imagery created is not figurative and does not follow allegorical narratives put forward by epilepsy specialists in similar studies. The ability of AI models to lead an in-depth discussion on epilepsy remains questionable and should be explored with more advanced AI tools.",2024
