Article Title,Abstract,Publication Year
Application of CNN-based financial risk identification and management convolutional neural networks in financial risk,"The application of intelligent financial analysis model to the research of enterprise financial risk prediction can improve the adaptability of the model, effectively capture complex patterns and adapt to large-scale data, but there are some problems such as insufficient accuracy and low recall rate. In order to improve the effect of enterprise financial risk management, this research applies convolutional neural network to enterprise financial risk management, and proposes a binary classification prediction model of financial risk dilemma based on onedimensional convolution and sparse attention mechanism. Then, combined with experimental research, this research verifies that the synergy of multiple modules enables the model proposed in this research to understand and classify the input data more comprehensively and accurately, and then achieve significant improvements in various indicators. Moreover, compared with the comparison model of a single module, it shows superior performance. After training, the accuracy of the model is 75.98 % in the training set and 82.34 % in the test set, which shows the ideal training results, and proves that the model has good generalization ability The model has the best performance in precision, recall and F1, which is due to the comprehensive use of CNN module, LSTM module, encoder module and AR module. After training, the accuracy of the model is 75.98 % in the training set and 82.34 % in the test set, which shows the ideal training results, and proves that the model has good generalization ability. The model has the best performance in precision, recall and F1, which is due to the comprehensive use of CNN module, LSTM module, encoder module and AR module. The experimental results show that the model proposed in this research can realize the accurate classification of binary classification prediction of financial risk dilemma, help enterprises to rationally allocate resources, control the government's unnecessary financial support to enterprises that are on the verge of bankruptcy and have no prospect, and prevent the loss of enterprises' assets.",2025
Research on Deep Learning-Based Financial Risk Prediction,"Financial text-based risk prediction is an important subset for financial analysis. Through automatic analysis of public financial comments, fundamentals on current financial expectations can be evaluated. A deep learning method for financial risk prediction based on sentiment classification is proposed in this paper. The proposed method consists of two steps. Firstly, the abstract of the financial message is extracted according to the seq2seq model. During the extraction process, the seq2seq model can cope with the situation of different input message lengths. After the abstraction, invalid information in the financial messages can be effectively filtered, thus accelerating the subsequent sentiment classification step. The sentiment classification step is performed through the GRU model according to the abstracted texts. The proposed method has the following advantages: (1) it can handle financial messages of different lengths; (2) it can filter out the invalid information of financial messages; (3) because the extracted abstract is more refined, it can speed up the subsequent sentiment classification step; and (4) it has better sentiment classification accuracy. The proposed method in this paper is then verified through financial message dataset from the financial social network StockTwits. By comparing the classification performances, it can be seen that compared with the classical SVM and LSTM methods, the proposed method in this paper can improve the accuracy of sentiment classification by 5.57% and 2.58%, respectively.",2021
CVaR Prediction Model of the Investment Portfolio Based on the Convolutional Neural Network Facilitates the Risk Management of the Financial Market,"In summary, firstly, a method for establishing a portfolio model is proposed based on the risk management theory of the financial market. Then, a prediction model for CVaR is established based on the convolutional neural network, and the improved particle swarm algorithm is employed to solve the model. The actual data analysis is implemented to prove the feasibility of CVaR prediction model based on deep learning and particle swarm optimization algorithm in financial market risk management. The test results show that the investment portfolio CVaR prediction model based on the convolutional neural network can obtain the optimal solution in the 18th generation at the fastest after using the improved particle swarm algorithm, which is more effective than the traditional algorithm. The CVaR prediction model of the investment portfolio based on the convolutional neural network facilitates the risk management of the financial market.",2022
Deep Learning Using Risk-Reward Function for Stock Market Prediction,"Many recent studies have attempted to apply a deep learning approach to build a model for stock market prediction. Most of these studies have concentrated on using prediction accuracy as a performance metric. Some of them have also performed trading simulations to evaluate financial performance. However, financial performance was not improved significantly because the loss function used in the training process focused primarily on prediction accuracy. In this paper, we propose a new framework to train a deep neural network for stock market prediction. A new loss function was developed by adding a risk-reward function, which is derived by the trading simulation results. A new scoring metric called Sharpe-F1 score, which is a combination of Sharpe ratio and F1 score is used for model selection. We employ the best prediction model from our previous work, which consists of Convolutional Neural Network (CNN) and Long Short-Term Memory Network (LSTM) architectures and takes event embedding vectors, historical prices and a set of technical indicators as inputs. The robustness of our framework is evaluated on two datasets by varying the key parameters used in the proposed framework. The results show that financial performance can be improved by adding a risk-reward function into the loss function used in the training process.",2018
Optimizing Financial Risk Models in Digital Transformation-Deep Learning for Enterprise Management Decision Systems,"The digital transformation of enterprises has amplified the complexity of financial risks, underscoring the significance of optimizing financial risk warning models to ensure sustainable development. This study integrates several deep learning techniques, including Back Propagation Neural Network (BPNN), Bi-Long Short-Term Memory (Bi-LSTM), and transfer learning, to enhance the risk warning system and improve the accuracy and efficiency of financial risk prediction models. The results demonstrate that the proposed algorithm surpasses the baseline models in various metrics. For instance, on the Altman's Z-Score dataset, there is an improvement of 1.4% in accuracy, a reduction of over 48.8% in FLOP, and an enhancement of 43.5% in MAPE. These outcomes underscore the significant advancements in risk identification, decision support, and proactive risk management facilitated by the proposed model. As a result, enterprises can derive benefits from more precise and reliable financial risk warning tools, and effectively address the challenges brought about by digital transformation.",2024
Gold Price Forecast based on LSTM-CNN Model,"An accurate prediction is certainly significant in financial data analysis. Investors have used a series of econometric techniques on pricing, stock selection and risk management but few of them have found great success due to the fact that most of them only are purely based on a single scheme. Recent advances in deep learning methods have also demonstrated the outstanding performance in the fields of image recognition and sentiment analysis. In this paper, we originally propose a novel gold price forecast method based on the integration of Long Short-Term Memory Neural Networks (LSTM) and Convolutional Neural Networks (CNN) with Attention Mechanism (denoted to LSTM-Attention-CNN model). Particularly, the LSTM-Attention-CNN model consists of three components: the LSTM component, Attention Mechanism and the CNN component. The LSTM component enables to harness the sequential order of daily gold price. Meanwhile, the Attention Mechanism assigns different attention weights on the new encoding method from LSTM component to enhance the extraction of the temporal and spatial features. In addition, the CNN component enables to capture the local patterns and abstract the spatial features. Extensive experiments on real dataset collected from World Gold Council show that our proposed approach outperforms other conventional financial forecast methods.",2019
"Research on Financial Risk Intelligent Monitoring and Early Warning Model Based on LSTM, Transformer, and Deep Learning","As global financial markets continue to evolve and change, financial risk monitoring and early warning have become increasingly important. However, the complexity and diversity of financial markets have led to the emergence of multidimensional and multimodal data. Traditional risk monitoring methods face difficulties in handling such diverse data and adapting to the monitoring and early warning needs of emerging risk types. To address these issues, this article proposes a financial risk intelligent monitoring and early warning model that integrates deep learning to better cope with uncertainty and risk in the financial market. Firstly, the authors introduce an LSTM model in the initial approach, trained on historical financial market data, to capture long-term dependencies and trends in the data, enabling effective monitoring of financial risk. They also optimize the model architecture to improve its performance and prediction accuracy. Secondly, the authors further introduce a transformer model with self -attention mechanism to better handle sequential data.",2024
Deep Learning-based Delinquent Taxpayer Prediction: A Scientific Administrative Approach,"This study introduces an effective method for predicting individual local tax delinquencies using prevalent machine learning and deep learning algorithms. The evaluation of credit risk holds great significance in the financial realm, impacting both companies and individuals. While credit risk prediction has been explored using statistical and machine learning techniques, their application to tax arrears prediction remains underexplored. We forecast individual local tax defaults in Republic of Korea using machine and deep learning algorithms, including convolutional neural networks (CNN), long short-term memory (LSTM), and sequence -to -sequence (seq2seq). Our model incorporates diverse credit and public information like loan history, delinquency records, credit card usage, and public taxation data, offering richer insights than prior studies. The results highlight the superior predictive accuracy of the CNN model. Anticipating local tax arrears more effectively could lead to efficient allocation of administrative resources. By leveraging advanced machine learning, this research offers a promising avenue for refining tax collection strategies and resource management.",2024
RETRACTED: Analysis and Risk Assessment of Corporate Financial Leverage Using Mobile Payment in the Era of Digital Technology in a Complex Environment (Retracted Article),"The study aims to improve the enterprise's ability to respond to financial crises and find some countermeasures to prevent potential financial risks. The enterprise financial risk is assessed, and the automatic summary function of mobile payment platforms based on long short-term memory (LSTM) is performed to extract the structured data and unstructured texts from its annual report. On this basis, the early warning system model of financial risks is implemented and its accuracy is improved. The structured data and unstructured text in the company's annual report are extracted. The enterprise financial risk early warning system model is constructed. The accuracy of the enterprise financial risk early warning system has been improved. Firstly, we use the convolutional neural network (CNN) to establish a financial risk prediction system using financial data and test various indicators of the system. Secondly, the financial annual report of the listed company is obtained from the Internet. The required financial statements are obtained in two ways. The first is to set high special treatment (ST) sample weights and delete some non-ST samples. The second is to delete punctuation marks, interjections, numbers, and so on and process the collected text data. The financial risk prediction model is established using the financial text, and the LSTM + attention mechanism is used to optimize the model. Finally, combining structured financial data and unstructured financial text to establish a forecasting model, the model uses LSTM. Combined with a single-layer neural network or CNN model, the comparison experiment is carried out in two ways. Experiments show that the CNN or LSTM attention mechanism cannot significantly improve the performance of the system only using financial data or texts. Using the financial data and financial text using the LSTM + CNN model, the F1 value reached 85.29%. Financial data and other indicators in the text have also been greatly improved, and the overall performance is the best. In summary, LSTM using financial data and financial texts combined with CNN to establish a risk prediction system can help investors and companies themselves find possible financial crises in listed companies as soon as possible and help companies deal with their financial risks in a timely manner.",2022
Exploration of Financial Market Credit Scoring and Risk Management and Prediction Using Deep Learning and Bionic Algorithm,"The purpose is to effectively manage the financial market, comprehensively assess personal credit, and reduce the risk of financial enterprises. Given the systemic risk problem caused by the lack of credit scoring in the existing financial market, a credit scoring model is put forward based on the deep learning network. The proposed model uses RNN (recurrent neural network) and BRNN (bidirectional recurrent neural network) to avoid the limitations of shallow models. Afterward, to optimize path analysis, bionic optimization algorithms are introduced, and an integrated deep learning model is proposed. Finally, a financial credit risk management system using the integrated deep learning model is proposed. The probability of default or overdue customers is predicted through verification on three real credit data sets, thus realizing the credit risk management for credit customers.",2022
RETRACTED: Design of Financial Risk Control Model Based on Deep Learning Neural Network (Retracted Article),"In recent years, with the continuous increase of financial business, the risk of business is on the rise. Among them, major risk cases are frequent, the cases are increasingly complex, and the means of committing crimes are concealed. The main research contents of this paper include the preprocessing of internal and external financial data and the structure design of recurrent NNs. Its purpose is to design a financial risk control model based on a deep learning NNs, thereby reducing financial risk. The Borderline-SMOTE algorithm is used first to preprocess the sample data, and the oversampling method is used to eliminate the imbalance of the data, and then, the long short-term memory deep NNs algorithm is introduced to process the sample data with time series characteristics. The final experiment shows that LSTM has a better accuracy, reaching 0.9715, compared with traditional methods; the sample preprocessing method and risk control model proposed in this paper have better ability to identify fraudulent customers, and the model itself has faster iteration efficiency.",2022
Corporation financial distress prediction with deep learning: analysis of public listed companies in Malaysia,"Purpose In the previous study of financial distress prediction, deep learning techniques performed better than traditional techniques over time-series data. This study investigates the performance of deep learning models: recurrent neural network, long short-term memory and gated recurrent unit for the financial distress prediction among the Malaysian public listed corporation over the time-series data. This study also compares the performance of logistic regression, support vector machine, neural network, decision tree and the deep learning models on single-year data. Design/methodology/approach The data used are the financial data of public listed companies that been classified as PN17 status (distress) and non-PN17 (not distress) in Malaysia. This study was conducted using machine learning library of Python programming language. Findings The findings indicate that all deep learning models used for this study achieved 90% accuracy and above with long short-term memory (LSTM) and gated recurrent unit (GRU) getting 93% accuracy. In addition, deep learning models consistently have good performance compared to the other models over single-year data. The results show LSTM and GRU getting 90% and recurrent neural network (RNN) 88% accuracy. The results also show that LSTM and GRU get better precision and recall compared to RNN. The findings of this study show that the deep learning approach will lead to better performance in financial distress prediction studies. To be added, time-series data should be highlighted in any financial distress prediction studies since it has a big impact on credit risk assessment. Research limitations/implications The first limitation of this study is the hyperparameter tuning only applied for deep learning models. Secondly, the time-series data are only used for deep learning models since the other models optimally fit on single-year data. Practical implications This study proposes recommendations that deep learning is a new approach that will lead to better performance in financial distress prediction studies. Besides that, time-series data should be highlighted in any financial distress prediction studies since the data have a big impact on the assessment of credit risk. Originality/value To the best of authors' knowledge, this article is the first study that uses the gated recurrent unit in financial distress prediction studies based on time-series data for Malaysian public listed companies. The findings of this study can help financial institutions/investors to find a better and accurate approach for credit risk assessment.",2021
Internet Financial Credit Risk Assessment with Sliding Window and Attention Mechanism LSTM Model,"With the accelerated pace of market-oriented reform, Internet finance has gained a broad and healthy development environment. Existing studies lack consideration of time trends in financial risk, and treating all features equally may lead to inaccurate predictions. To address the above problems, we propose an LSTM model based on sliding window and attention mechanism. The model uses sliding windows to enable the model to effectively exploit the contextual relevance of loan data. And we introduce the attention mechanism into the model, which enables the model to focus on important information. The result on the Lending Club public desensitization dataset shows that our model outperforms ARIMA, SVM, ANN, LSTM, and GRU models.",2023
A Hybrid CNN and LSTM based Model for Financial Crisis Prediction,"The detection and prediction of financial crises in listed companies are crucial for investors to mitigate potential losses. Traditional prediction methods primarily rely on financial indicators, yet they often overlook valuable insights hidden in financial text. To address this limitation, our study explores the integration of financial indicators and financial text from annual reports to enhance financial crisis prediction. We propose a two-step approach, leveraging a Convolutional Neural Network (CNN) model to extract features from financial indicators and utilizing a Long Short-Term Memory (LSTM) network with attention mechanism to capture the underlying semantics in financial text. Subsequently, we combine the extracted features from both sources for effective classification. Through extensive experiments with various models, we demonstrate the efficacy of our combined approach in achieving optimal prediction results. Our findings highlight the importance of considering financial text alongside traditional financial indicators for enhanced financial crisis detection and prediction. The proposed methodology contributes to the existing literature and offers valuable insights for investors and financial analysts seeking more accurate and comprehensive risk assessment tools.",2024
Financial Portfolio Construction for Quantitative Trading Using Deep Learning Technique,"Stock portfolio construction is a difficult task which involves the simultaneous consideration of dynamic financial data as well as investment criteria (e.g.: investors required return, risk tolerance, goals, and time frame). The objective of this research is to present a two phase deep learning module to csonstruct a financial stocks portfolio that can be used repeatedly to select the most promising stocks and adjust stocks allocations (namely quantitative trading system). A deep belief network is used to discover the complex regularities among the stocks while a long short-term memory network is used for time series financial data prediction. The proposed deep learning architecture has been tested on the american stock market and has outperformed other known machine learning techniques (support vector machine and random forests) in several prediction accuracy metrices. Furthermore, the results showed that our architecture as a portfolio construction model outperforms three benchmark models with several financial profitability and risk-adjusted metrics.",2021
Deep learning for enhanced risk management: a novel approach to analyzing financial reports,"Risk management is a critical component of today's financial environment because of the enormity and complexity of data contained in financial statements. Business situations, plans, and schedule risk assessment with the help of conventional ways which involve analytical, technical, and heuristic models are inadequate to address the complex structures of the latest data. This research brings out the Hybrid Financial Risk Predictor (HFRP) model, using the convolutional neural networks (CNN) and long-short term memory (LSTM) networks to improve financial risk prediction. A combination of quantitative and qualitative ratings derived from the analysis of financial texts results in high accuracy and stability compared with the HFRP model. Evaluating key findings, the quantity of training & testing loss decreased considerably and they have their final value as 0.0013 and 0.003, respectively. According to the hypothesis, the selected HFRP model demonstrates the values of the revenue, net income, and earnings per share (EPS), and are closely similar to the actual values. The model achieves substantial risk mitigation: credit risk lowered from 0.75 to 0.20, liquidity risk from 0.70 to 0.25, market risk from 0.65 to 0.30, while operational risk is at 0.80 to 0.35. By analyzing the results of the HFRP model, it can be stated that the proposal promotes improved financial stability and presents a reliable model for the contemporary financial markets, which in turn helps in making sound decisions and improve the assessment of risks.",2025
Semantic Analysis and Image Processing-Jointly Driven Multimodal Deep Learning Framework for Smart Warning of Enterprise Financial Risk,"Financial risk warning is a crucial technical issue for enterprises. Traditionally, it relied on modeling analysis of a single data type, which does not fully capture the diverse characteristics of financial risk activities. To address this, this paper introduces a multimodal deep learning framework driven by semantic analysis and image processing for intelligent warning of enterprise financial risks. Initially, natural language processing algorithms analyze textual data such as financial statements, news reports, and social media comments within the industry. Concurrently, two convolutional neural network models, M-CNN and M-RNN, extract features from images and chart data. These textual and visual feature representations are then fused to create a multimodal deep neural network framework. Extensive experimental evaluation and comparative analysis of the proposed framework were conducted. The results indicate that the financial risk rate of consumer fraud graph analysis varies significantly, displaying a fluctuating state with values ranging from 2.1% to 16.8%. Compared to other methods, the proposed approach demonstrates superior performance in financial risk warning tasks, with the risk rate increasing from 1.2% to 26.5% as it iterates from 1 to 6.",2024
An attention embedded DUAL-LSTM method for financial risk early warning of the three new board-listed companies,"Computer and financial fields are both involved in the interdisciplinary topic of financial risk early warning. We suggest an attention-embedded dual Long Short Term Memory (DUAL-LSTM) for the financial risk early warning to deal with the potential and constraints of rapid economic development to improve the precision of the financial risk prediction for the listed businesses on the New Third Board. First, feature fusion attentionally quantifies data characteristics, increasing the robustness and generalizability of data features. The model's predictive power is then increased by creating a dual LSTM model to meet the financial risk. The studies show that the attention-embedded dual LSTM model can achieve 96.9% of the F value scores and is superior to state-of-the-art model (SOTA) such as the Z-score model, Fisher discriminant method, logistic regression, and Back-Propagation network, achieves the advantage of time series in financial risk prediction. Additionally, for predicting financial risk, our algorithm performs flawlessly and effectively.",2023
Network-Based prediction of financial cross-sector risk spillover in China: A deep learning approach,"There are complex risk correlations between financial sectors, and the risks generated by different financial sectors propagate, accrue, and cluster through the network of correlations, posing a threat to the entire financial system. This research constructs static and dynamic cross -sector risk spillover networks using VAR and generalized variance decomposition, and forecasts the evolution of risk spillover networks using recurrent neural network models such as RNN and LSTM. The results indicate that the risk spillover network will change rapidly in response to risk events, and that the total volatility spillover will increase during times of crisis, while banks and securities are the most important risk propagating and receiving sectors. The LSTM model can achieve more effective dynamic prediction of the multidimensional network, and the predicted network is essentially consistent with the actual network. According to the findings of the study, forecasting changes in the structure of financial sector networks may provide early warning of systemic financial risk and assist to a better understanding of the risk link between financial sectors.",2024
Nonlinear Volatility Risk Prediction Algorithm of Financial Data Based on Improved Deep Learning,"With the gradual integration of global economy and finance, the financial market presents many complex financial phenomena. To increase the prediction accuracy of financial data, a new nonlinear volatility risk prediction algorithm is proposed based on the improved deep learning algorithm. First, the financial data are taken as the research object and the closing price is set as the prediction target. Then, the nonlinear volatility risk prediction model of the financial data is established through the wavelet principal component analysis noise reduction module and the long and short-term memory network (LSTM) module, and the nonlinear volatility trend is extracted from multiple financial data series to realize the nonlinear volatility risk prediction of the financial data. During the whole experiment, the time of the research method was less than 1.5 minutes. And for 1200 test samples, the average error of data risk prediction of the proposed method is 0.0217%. The average cost of the research method is 114.25 million yuan, which is significantly lower than other existing algorithms. Experimental results show that the research method can effectively predict the risk of financial data and is more suitable for the risk control early warning of Internet financial platform.",2022
