Article Title,Abstract,Publication Year
Option Pricing Using LSTM: A Perspective of Realized Skewness,"Deep learning has drawn great attention in the financial field due to its powerful ability in nonlinear fitting, especially in the studies of asset pricing. In this paper, we proposed a long short-term memory option pricing model with realized skewness by fully considering the asymmetry of asset return in emerging markets. It was applied to price the ETF50 options of China. In order to emphasize the improvement of this model, a comparison with a parametric method, such as Black-Scholes (BS), and machine learning methods, such as support vector machine (SVM), random forests and recurrent neural network (RNN), was conducted. Moreover, we also took the characteristic of heavy tail into consideration and studied the effect of realized kurtosis on pricing to prove the robustness of the skewness. The empirical results indicate that realized skewness significantly improves the pricing performance of LSTM among moneyness states except for in-the-money call options. Specifically, the LSTM model with realized skewness outperforms the classical method and other machine learning methods in all metrics.",2023
A nonparametric kernel regression approach for pricing options on stock market index,"Previous options studies typically assume that the dynamics of the underlying asset price follow a geometric Brownian motion (GBM) when pricing options on stocks, stock indices, currencies or futures. However, there is mounting empirical evidence that the volatility of asset price or return is far from constant. This article, in contrast to studies that use parametric approach for option pricing, employs nonparametric kernel regression to deal with changing volatility and, accordingly, prices options on stock index. Specifically, we first estimate nonparametrically the volatility of asset return in the GBM based on the Nadaraya-Watson (N-W) kernel estimator. Then, based on the N-W estimates for the volatility, we use Monte Carlo simulation to compute option prices under different settings. Finally, we compare the index option prices under our nonparametric model with those under the Black-Scholes model and the Stein-Stein model.",2016
A comparison of neural network model selection strategies for the pricing of S&P 500 stock index options,"This paper compares a number of neural network model selection approaches on the basis of pricing S&P 500 stock index options. For the choice of the optimal architecture of the neural network, we experiment with a top-down pruning technique as well as two bottom-up strategies that start with simple models and gradually complicate the architecture if data indicate so. We adopt methods that base model selection on statistical hypothesis testing and information criteria and we compare their performance to a simple heuristic pruning technique. In the first set of experiments, neural network models are employed to fit the entire options surface and in the second they are used as parts of a hybrid intelligence scheme that combines a neural network model with theoretical option-pricing hints.",2007
American option pricing using multi-layer perceptron and support vector machine,"An option is the right to buy or sell an underlying asset at a future date. The field of option pricing produces a challenge because of the complexity with pricing American so,led options which cannot be done by the Black-Scholes equations for option pricing. A Multi-Layer Perceptron neural network has been used before to price these Options with limited success. In this paper we will compare the performance of a Multi-Layer Perceptron neural network and a Support Vector Machine in pricing American styled options. It was found that a Support Vector Machine approach provided much better results than that found with Multi-Layer Perceptrons.",2004
One Parameter Selection Method of the BP Neural Network on Real Options Pricing,"Based on the theory of BP neural network, the evaluation prediction model of real options pricing was established. Some quantized and non-quantized factors were all considered into the model such as evaluation value uncertainty, investment cost, investment opportunity duration, share degree, environment risk and so on. With one given example, the input parameters of the model were optimized by means of genetic algorithm and the detailed input parameters optimization process was also pointed out by dint of one calculation flow chart. The results show that the method not only guarantees the precision of calculation, but also reduces the number of input variables in the prediction model. At the same time, it can avoid that the calculation does not converge because of lots of input parameters to the prediction model. In addition, this can also reduce the subjectivity of the Black-Scholes model and make the evaluation of real options pricing more accurate. As a result, one good prediction effect has been obtained again.",2014
Pricing high-dimensional American options by kernel ridge regression,"In this paper, we propose using kernel ridge regression (KRR) to avoid the step of selecting basis functions for regression-based approaches in pricing high-dimensional American options by simulation. Our contribution is threefold. Firstly, we systematically introduce the main idea and theory of KRR and apply it to American option pricing for the first time. Secondly, we show how to use KRR with the Gaussian kernel in the regression-later method and give the computationally efficient formulas for estimating the continuation values and the Greeks. Thirdly, we propose to accelerate and improve the accuracy of KRR by performing local regression based on the bundling technique. The numerical test results show that our method is robust and has both higher accuracy and efficiency than the Least Squares Monte Carlo method in pricing high-dimensional American options.",2020
Sequential tracking in pricing financial options using model based and neural network approaches,This paper shows how the prices of option contracts traded in financial markets can be tracked sequentially by means of the Extended Kalman Filter algorithm. I consider call and put. option pairs with identical strike price and time of maturity as a two output nonlinear system. The Black-Scholes approach popular in Finance literature and the Radial Basis Functions neural network are used in modelling the nonlinear system generating these observations. I show how both these systems may be identified recursively using the EKF algorithm. I present results of simulations on some FTSE 100 Index options data and discuss the implications of viewing the pricing problem in this sequential manner.,1997
Machine learning for pricing American options in high-dimensional Markovian and non-Markovian models,"In this paper we propose two efficient techniques which allow one to compute the price of American basket options. In particular, we consider a basket of assets that follow a multi-dimensional Black-Scholes dynamics. The proposed techniques, called GPR Tree (GRP-Tree) and GPR Exact Integration (GPR-EI), are both based on Machine Learning, exploited together with binomial trees or with a closed form formula for integration. Moreover, these two methods solve the backward dynamic programing problem considering a Bermudan approximation of the American option. On the exercise dates, the value of the option is first computed as the maximum between the exercise value and the continuation value and then approximated by means of Gaussian Process Regression. The two methods mainly differ in the approach used to compute the continuation value: a single step of the binomial tree or integration according to the probability density of the process. Numerical results show that these two methods are accurate and reliable in handling American options on very large baskets of assets. Moreover we also consider the rough Bergomi model, which provides stochastic volatility with memory. Despite that this model is only bidimensional, the whole history of the process impacts on the price, and how to handle all this information is not obvious at all. To this aim, we present how to adapt the GPR-Tree and GPR-EI methods and we focus on pricing American options in this non-Markovian framework.",2020
A comparison of machine learning and econometric models for pricing perpetual Bitcoin futures and their application to algorithmic trading,"Bitcoin (BTC) perpetual futures contracts are highly leveraged speculative trading instruments with daily market trading of $45 Billion. BTC perpetual futures are derivative contracts, which depend upon the underlying BTC SPOT (current) price. Pricing perpetual futures fairly is hard, using traditional arbitrage arguments, because of the volatile nature of the so called funding rate, which is used as the replacement of risk free rate in the Cryptocurrency market. This work presents a novel technique for pricing BTC futures contracts using conditional volatility and mean models. Intra-day high-frequency futures' return volatility and mean are modelled using different ML and econometric techniques. A comparison is made using statistical measures to find the model that best captures the intra-day conditional mean and volatility. Exponential generalized autoregressive conditional heteroskedasticity is shown to be an almost unbiased predictor of intra-day volatility, while a constant autoregressive moving average (0, 0) model best captures the conditional mean of the returns. A market directional high frequency trading algorithm is developed using the volatility and mean models. The algorithm first prices the futures contract at some future point of time using the volatility and mean regression models. Next, the slope between the current futures price and the expected price are used to predict the market direction. A long or short position is taken depending upon the expected market direction movement. Extensive back-testing results show absolute returns of 1500%-8000% depending upon the transaction fees and leverage used. On average, the market direction is predicted correctly 85% of the time by the best model. Finally, the trading technique is market neutral, in that it gives large positive returns, with low SD, in both bull and bear markets.",2023
Barrier Options and Greeks: Modeling with Neural Networks,"This paper proposes a non-parametric technique of option valuation and hedging. Here, we replicate the extended Black-Scholes pricing model for the exotic barrier options and their corresponding Greeks using the fully connected feed-forward neural network. Our methodology involves some benchmarking experiments, which result in an optimal neural network hyperparameter that effectively prices the barrier options and facilitates their option Greeks extraction. We compare the results from the optimal NN model to those produced by other machine learning models, such as the random forest and the polynomial regression; the output highlights the accuracy and the efficiency of our proposed methodology in this option pricing problem. The results equally show that the artificial neural network can effectively and accurately learn the extended Black-Scholes model from a given simulated dataset, and this concept can similarly be applied in the valuation of complex financial derivatives without analytical solutions.",2023
Regression methods in pricing American and Bermudan options using consumption processes,"Numerical algorithms for the efficient pricing of multidimensional discrete-time American and Bermudan options are constructed using regression methods and a new approach for computing upper bounds of the options' price. Using the sample space with payoffs at optimal stopping times, we propose sequential estimates for continuation values, values of the consumption process, and stopping times on the sample paths. The approach allows the constructing of both lower and upper bounds for the price by Monte Carlo simulations. The algorithms are tested by pricing Bermudan max-calls and swaptions in the Libor market model.",2009
EXTENDING THE FEATURE SET OF A DATA-DRIVEN ARTIFICIAL NEURAL NETWORK MODEL OF PRICING FINANCIAL OPTIONS,"Prices of derivative contracts, such as options, traded in the financial markets are expected to have complex relationships to fluctuations in the values of the underlying assets, the time to maturity and type of exercise of the contracts as well as other macroeconomic variables. Hutchinson, Lo and Poggio showed in 1994 that a non-parametric artificial neural network may be trained to approximate this complex functional relationship. Here, we consider this model with additional inputs relevant to the pricing of options and show that the accuracy of approximation may indeed be improved. We consider volume traded, historic volatility, observed interest rates and combinations of these as additional features. In addition to giving empirical results on how the inclusion of these variables helps predicting option prices, we also analyse prediction errors of the different models with volatility and volume traded as inputs, and report an interesting correlation between their contributions.",2016
Learning Bermudans,"American-type financial instruments are often priced with specific Monte Carlo techniques whose efficiency critically depends on the dimensionality of the problem and the available computational power. Our work proposes a novel approach for pricing Bermudan swaptions, well-known interest rate derivatives, using supervised learning algorithms. In particular, we link the price of a Bermudan swaption to its natural hedges, which include the underlying European swaptions, and other relevant financial quantities through supervised learning non-parametric regressions. We explore several algorithms, ranging from linear models to decision tree-based models and neural networks and compare their predictive performances. Our results indicate that all supervised learning algorithms are reliable and fast, with ridge regressor, neural networks, and gradient-boosted regression trees performing the best for the pricing problem. Furthermore, using feature importance techniques, we identify the most important driving factors of a Bermudan swaption price, confirming that the maximum underlying European swaption value is the dominant feature.",2024
A new options pricing method: semi-stochastic kernel regression method with constraints,"This paper presents a unified semi-stochastic kernel regression method for pricing options under general stochastic volatility model. The method combines semi-stochastic sampling for initial asset values with Monte Carlo simulations to construct a least-squares based kernel function regression solution. This approach can not only approximates option prices, but also determines the Greeks of option. The least square problem is augmented with weighted derivative constraints, which enables flexible adjustment of approximate errors for both option prices and Greeks. Numerical results show the efficiency of the proposed method for the Vanilla option and some exotic options: Asian option, Lookback option, discretely monitored Barrier option and the Basket option with several assets under the stochastic volatility model.",2023
A Review on Regression-based Monte Carlo Methods for Pricing American Options,"In this article we give a review of regression-based Monte Carlo methods for pricing American options. The methods require in a first step that the generally in continuous time formulated pricing problem is approximated by a problem in discrete time, i.e., the number of exercising times of the considered option is assumed to be finite. Then the problem can be formulated as an optimal stopping problem in discrete time, where the optimal stopping time can be expressed by the aid of so-called continuation values. These continuation values represent the price of the option given that the option is exercised after time t conditioned on the value of the price process at time t. The continuation values can be expressed as regression functions, and regression-based Monte Carlo methods apply regression estimates to data generated by the aid of artificial generated paths of the price process in order to approximate these conditional expectations. In this article we describe various methods and corresponding results for estimation of these regression functions.",2010
Improving Non-parametric Option Pricing during the Financial Crisis,"Financial option prices have experienced excessive volatility in response to the recent economic and financial crisis. During the crisis periods, financial markets are, in general, subject to an abrupt regime shift which imposes a significant challenge to option pricing models. In this context, swiftly evolving markets and institutions require valuation models that are capable of recognizing and adapting to such changes. Both parametric and non-parametric pricing models have shown poor forecast ability for options traded in late 1987 and 2008. Surprisingly, the pricing inaccuracy was more pronounced for non-parametric models than for parametric models. To address this problem, we propose a novel hybrid methodology modular neural network-fuzzy learning vector quantization (MNN-FLVQ) model - that uses the Kohonen unsupervised learning and fuzzy clustering algorithms to classify the S&P 500 stock market index options, and thereby detect a regime shift. In our empirical application, the results for the 2008 financial crisis demonstrate that the MNN-FLVQ model is superior to the competing methods in regards to option pricing during regime shifts.",2012
Pricing VIX derivatives using a stochastic volatility model with a flexible jump structure,"This paper proposes a novel stochastic volatility model with a flexible jump structure. This model allows both contemporaneous and independent arrival of jumps in return and volatility. Moreover, time-varying jump intensities are used to capture jump clustering. In the proposed framework, we provide a semi-analytical solution for the pricing problem of VIX futures and options. Through numerical experiments, we verify the accuracy of our pricing formula and explore the impact of the jump structure on the pricing of VIX derivatives. We find that the correct identification of the market jump structure is crucial for pricing VIX derivatives, and misspecified model setting can yield large errors in pricing.",2023
An empirical examination of the convexity bias in the pricing of interest rate swaps,"This paper examines the convexity bias, caused by the non-linearity of payoffs, in the pricing of interest rate swaps off the Eurocurrency futures curve. The evidence from four major currencies - $, pound, DM and Yen - during 1987-1996 suggests that swaps were initially being priced off the futures curve (ignoring the convexity adjustment); subsequently, the market swap rates drifted below the rates implied by futures prices. After rejecting alternative explanations, we use alternative term structure models to show that the convexity bias is related to the empirically observed swap-futures differential. We interpret these results as evidence of mispricing of swap contracts during the early years, which was eliminated over time. (C) 2000 Elsevier Science S.A. All rights reserved. JEL classification: G13; G14.",2000
Model-Agnostic Pricing of Exotic Derivatives Using Signatures,"Neural networks hold out the promise of fast and reliable derivative pricing. Such an approach usually involves the supervised learning task of mapping contract and model parameters to derivative prices. In this work, we introduce a model-agnostic path-wise approach to derivative pricing using higher-order distribution regression. Our methodology leverages the 2(nd)-order Maximum Mean Discrepancy (MMD), a notion of distance between stochastic processes based on path signatures. To overcome the high computational cost of its calculation, we pre-train a neural network that can quickly and accurately compute higher-order MMDs. This allows the combination of distribution regression with neural networks in a computationally feasible way. We test our model on down-and-in barrier options. We demonstrate that our path-wise approach extends well to the high-dimensional case by applying it to rainbow options and autocallables. Our approach has a significant speed-up over Monte Carlo pricing.",2022
Pricing Bermudan options by nonparametric regression: optimal rates of convergence for lower estimates,"The problem of pricing Bermudan options using simulations and nonparametric regression is considered. We derive optimal nonasymptotic bounds for the low biased estimate based on a suboptimal stopping rule constructed from some estimates of the optimal continuation values. These estimates may be of different nature, local or global, with the only requirement being that the deviations of these estimates from the true continuation values can be uniformly bounded in probability. As an illustration, we discuss a class of local polynomial estimates which, under some regularity conditions, yield continuation values estimates possessing the required property.",2011
The non-uniform pricing effect of employee stock options using quantile regression,"Issuing employee stock options (ESOs) transfers equity claims from current stockholders to employees, and thereby dilutes existing shareholder interests. Because employees are motivated to exert additional effort toward better performance, the value of transferred ownership claims proxied by ESO expense represents a cost of generating firm value. There are several econometric issues, most notably including the fact that the disclosed ESO expense is an endogenous variable. Without controlling for the simultaneity problem, inferences based on results from OLS analyses may be misleading. More importantly, a considerable amount of ESO expense data is censored at zero. Such a censoring problem can make the population distribution severely skewed, resulting in estimation bias. Therefore, we need to take into account the censored data issue. No prior studies have considered these two issues simultaneously. Failure to control for both censoring problem and endogeneity could explain the inconsistent results documented in prior studies. In this paper, we use the two-stage quantile regression (QR) proposed by Amemiya (1982) and Powell (1983) to examine possible nonlinear relationships, especially whether conditionally higher-stock price (or better performing) firms show a stronger negative pricing effect of ESO expense (that is, the relation between ESO expense and share price) than conditionally lower-share price firms. Our results suggest that the linear regression model greatly underestimates this negative pricing effect at higher quantiles, so the nonlinear relationship is obscure when using the standard linear model. We also consider alternative interpretations as to why heterogeneity exists in the pricing effect of ESO expense and assess whether our results concur with these explanations. (C) 2013 Elsevier Inc. All rights reserved.",2013
Carbon price forecasting models based on big data analytics,"After the establishment of the European Union's Emissions Trading System (EU-ETS) carbon pricing attracted many researchers. This paper aims to develop a prediction model that anticipates future carbon prices given a real-world data set. We treat the carbon pricing issue as part of big data analytics to achieve this goal. We apply three fundamental methodologies to characterize the carbon price. First method is the artificial neural network, which mimics the principle of human brain to process relevant data. As a second approach, we apply the decision tree algorithm. This algorithm is structured through making multiple binary decisions, and it is mostly used for classification. We employ two different decision tree algorithms, namely traditional and conditional, to determine the type of decision tree that gives better results in terms of prediction. Finally, we exploit the random forest, which is a more complex algorithm compared to the decision tree. Similar to the decision tree, we test both traditional and conditional random forest algorithms to analyze their performances. We use Brent crude futures, coal, electricity and natural gas prices, and DAX and S&P Clean Energy Index as explanatory variables. We analyze the variables' effects on carbon price forecasting. According to our results, S&P Clean Energy Index is the most influential variable in explaining the changes in carbon price, followed by DAX Index and coal price. Moreover, we conclude that the traditional random forest is the best algorithm based on all indicators. We provide the details of these methods and their comparisons.",2019
Pricing options on flow forwards by neural networks in a Hilbert space,"We propose a new methodology for pricing options on flow forwards by applying infinite-dimensional neural networks. We recast the pricing problem as an optimisation problem in a Hilbert space of real-valued functions on the positive real line, which is the state space for the term structure dynamics. This optimisation problem is solved by using a feedforward neural network architecture designed for approximating continuous functions on the state space. The proposed neural network is built upon the basis of the Hilbert space. We provide case studies that show its numerical efficiency, with superior performance over that of a classical neural network trained on sampling the term structure curves.",2024
"A comparative analysis of option pricing models: Black-Scholes, Bachelier, and artificial neural networks","Practitioners and academics alike have applied the Black-Scholes model when pricing options practically since its introduction in 1973. The COVID-19 pandemic and the oil futures price crash of April 2020 caused major markets to briefly switch to the less widely known Bachelier model to price derivatives, as the model allows for negative strikes on the underlying. This study evaluates the predictive ability and accuracy of the Bachelier model and the Black-Scholes model when pricing European call options on the Standard & Poor's 500 index using five volatility estimation methods. Moreover, it compares the forecasts of the two parameterized models to a deep feed-forward artificial neural network (ANN) which is also used to price such options. Overall, the ANN is statistically superior in its predictive ability relative to both parameterized models, and there is no statistical difference in predictive ability between the Black-Scholes and Bachelier models. These results are of relevance to both academics and participants in the options markets.",2025
Deep learning-based least squares forward-backward stochastic differential equation solver for high-dimensional derivative pricing,"We propose a new forward-backward stochastic differential equation solver for high-dimensional derivative pricing problems by combining a deep learning solver with a least squares regression technique widely used in the least squares Monte Carlo method for the valuation of American options. Our numerical experiments demonstrate the accuracy of our least squares backward deep neural network solver and its capability to produce accurate prices for complex early exercisable derivatives, such as callable yield notes. Our method can serve as a generic numerical solver for pricing derivatives across various asset groups, in particular, as an accurate means for pricing high-dimensional derivatives with early exercise features.",2021
Pricing of derivatives on commodity indices,"This paper introduces a novel method for pricing commodity index derivatives consistently with market prices of derivatives on single commodities. We discuss the Black, mean-reversion and local volatility pricing models with special attention paid to the parameterization of volatility surfaces. We introduce an innovative two step regression approach for model calibration and present theoretical insights on futures correlations. In an empirical case study we perform the pricing of call and barrier options on the Dow Jones-UBS Commodity Index by replicating the index with a portfolio of correlated single commodities. The choice of these commodity instruments is based on their liquidity. (C) 2013 Elsevier Inc. All rights reserved.",2013
ON THE CONSISTENCY OF REGRESSION-BASED MONTE CARLO METHODS FOR PRICING BERMUDAN OPTIONS IN CASE OF ESTIMATED FINANCIAL MODELS,"In many applications of regression-based Monte Carlo methods for pricing, American options in discrete time parameters of the underlying financial model have to be estimated from observed data. In this paper suitably defined nonparametric regression-based Monte Carlo methods are applied to paths of financial models where the parameters converge toward true values of the parameters. For various Black-Scholes, GARCH, and Levy models it is shown that in this case the price estimated from the approximate model converges to the true price.",2015
Option Pricing Based on GA-BP neural network,"Machine Learning has received widespread attention in the financial field, especially in the issue of option pricing. Compared with the original BSM (Black-Scholes-Merton) option pricing method, this paper introduces the genetic algorithm into the option pricing process based on the characteristics of financial data, and constructs a GA-BP neural network (Neural Networks) option pricing Model and empirical analysis of European call options based on the Shanghai and Shenzhen 300 Index. The research results show that the option price calculation result of the GA-BP neural network algorithm has better accuracy than the BP neural network model or the classic BSM method, while taking into account efficiency, which is helpful to predicting option prices in financial practice to a certain extent. (C) 2021 The Authors. Published by Elsevier B.V.",2022
New solvable stochastic volatility models for pricing volatility derivatives,"In this paper we discuss a new approach to extend a class of solvable stochastic volatility models (SVM). Usually, classical SVM adopt a CEV process for instantaneous variance where the CEV parameter gamma takes just few values: 0-the Ornstein-Uhlenbeck process, 1/2-the Heston (or square root) process, 1-GARCH, and 3/2-the 3/2 model. Some other models, e.g. with gamma = 2 were discovered in Henry-Labord,re (Analysis, geometry, and modeling in finance: advanced methods in option pricing. Chapman & Hall/CRC Financial Mathematics Series, London, 2009) by making connection between stochastic volatility and solvable diffusion processes in quantum mechanics. In particular, he used to build a bridge between solvable superpotentials (the Natanzon superpotentials, which allow reduction of a Schrodinger equation to a Gauss confluent hypergeometric equation) and existing SVM. Here we propose some new models with and demonstrate that using Lie's symmetries they could be priced in closed form in terms of hypergeometric functions. Thus obtained new models could be useful for pricing volatility derivatives (variance and volatility swaps, moment swaps).",2013
Option price forecasting using neural networks,"In this research, forecasting of the option prices of Nikkei 225 index futures is carried out using backpropagation neural networks. Different results in terms of accuracy are achieved by grouping the data differently. The results suggest that for volatile markets a neural network option pricing model outperforms the traditional Black-Scholes model. However, the Black-Scholes model is still good for pricing at-the-money options. In using the neural network model, data partition according to moneyness should be applied. Those who prefer less risk and less returns may use the traditional Black-Scholes model results while those who prefer high risk and high return may choose to use the neural network model results. (C) 2000 Elsevier Science Ltd. All rights reserved.",2000
How electronic trading affects bid-ask spreads and arbitrage efficiency between index futures and options,"This paper examines the impact of switching to electronic trading on the relative pricing efficiency of Hang Sang Index futures and options contracts traded on the Hong Kong exchange. The study is motivated by the recent shift in 2000 from the pit to an electronic trading platform. Electronic trading leads to lower bid-ask spreads and less price clustering than floor trading in both the options and futures markets. Mispricing between futures and options drops significantly after the change. Quicker correction of mispricing indicates a significant improvement in dynamic inter-market arbitrage efficiency with electronic trading. (C) 2005 Wiley Periodicals, Inc.",2005
SVM-Jacobi for fitting linear combinations of exponential distributions with applications to finance and insurance,"We propose a method called SVM-Jacobi to approximate probability distributions by linear combinations of exponential distributions, associated with a comprehensive asymptotic analysis. In multivariate cases, the multivariate distribution is approximated by linear combinations of products of independent exponential distributions, and the method works effectively. The proposed method has many applications in both quantitative finance and insurance, especially for modeling random time, like default time and remaining lifetime. In addition to the methodology and theoretical analysis, we provide examples of pricing defaultable bonds, European options, credit default swaps, equity-linked death benefits, and calculating the credit value adjustment of credit default swaps. Finally, some numerical results based on real data and simulated data are presented for illustration.",2024
