Article Title,Abstract,Publication Year
基于复杂多维场景生成的M-CVaR-高阶矩投资组合研究,构建合理的投资组合能够实现资金的有效配置，对于提高收益和降低风险至关重要。随着机器学习方法的蓬勃发展，深度学习和智能优化算法等新兴技术与投资组合的融合正在不断改变传统的投资方式。本文首先基于一种生成式深度学习方法——最小二乘生成对抗网络，模拟证券未来收益的复杂多维场景，从而有效把握资产未来收益的不确定性信息。其次，拓展不确定性场景下投资组合的CVaR及收益率高阶矩的估计方式，以解决复杂多维场景计算下的投资损失控制问题。构建多目标投资组合优化问题，弥补仅考虑预期收益和CVaR而忽略高阶矩风险的不足。最后，引入Tent混沌映射和混合惩罚函数以改进NSGA-Ⅲ，从而求解该高维、高阶矩、非线性问题。实证研究以市场规模大且流动性好的上证50指数成份股构建投资组合，结果表明所构建的新模型在样本外累积收益和夏普比率等评价指标上表现更好。本文提出的投资组合模型有助于提高样本外投资绩效，同时也丰富了目前投资组合方法论研究。,2024.0
基于机器学习超参数优化的均值-方差投资组合决策研究,"本文提出一种基于机器学习超参数优化的均值-方差投资组合模型。该模型包括股票预测和投资组合优化两个阶段。具体上，首先，采用基于特定概率改进的萤火虫算法(pFA)优化XGBoost的超参数，构建pFAXGBoost混合模型预测股票的收益，并将其预测能力与XGBoost, LSTM和SVR模型进行比较。其次，选择具有较高预测收益率的股票构建股票池，且考虑交易成本与上下界约束条件下，采用MV和1/N模型构建预选股票的最优投资组合。基于沪深300指数成分股的实证分析显示，相较于其他模型和基准指数，pFAXGBoost+MV模型具有更优的收益与风险指标表现。",2024.0
拍卖市场无色钻石的价格及投资回报研究,随着金融体系的风险增加，越来越多的投资者将目光转向了能够作为价值储存手段的另类资产。钻石因其稀缺性、耐久性和便携性等特点，被视为具有投资潜力的商品。为了帮助投资者明晰无色钻石的投资潜力，本文研究了2009年至2022年期间拍卖市场无色钻石的风险回报特征。在研究期内，不同品质无色钻石投资表现具有一定差异，其中高品质、无色钻石的回报最差，在研究期间不是一个很好的投资选择；中等品质无色钻石的回报优于同时期债券和贵金属，可以考虑纳入资产组合。此外，本文运用享乐回归法探讨了影响拍卖市场无色钻石价格的因素，其中“4C”分级和是否来自奢侈品品牌对无色钻石价格的影响尤为显著，该模型能够解释95%以上的无色钻石价格变化。最后，笔者对其他投资资产与拍卖市场无色钻石进行了相关性分析，结果表明无色钻石与其他资产不存在显著的相关性，证明在其他资产的投资组合中加入无色钻石会有一定的分散风险能力。,2024.0
上市公司多层关系网络中混频信息交互与传播能够提升资产定价性能吗？——基于图神经网络的资产定价研究,本文建立上市公司间供应链、股权和行业网络，融合低频公司特征和宏观经济信息以及高频市场、交易和情绪信息等作为网络节点特征，构建混频跨期注意力多层图卷积（MF-IAMGCN）模型，检验混频（MF）定价信息在上市公司多层关系网络中的同期交互和跨期传播对资产价格的预测能力。空间维度上，MF-IAMGCN模型基于注意力多层图卷积网络框架，引入混频数据抽样方法，刻画混频定价信息在多层网络中的同期交互，包括节点间的高阶依赖和非线性关系；时间维度上，借助门控机制，刻画连续时间步骤中节点之间的跨期信息传播和层间交互。选取2003年1月至2022年12月期间中国A股市场为研究样本，从个股定价、测试资产定价和投资组合绩效等三个方面，实证检验模型性能。研究结果表明：（1）MF-IAMGCN模型在个股和测试资产层面的定价表现均优于四个竞争性模型，具备较强的综合定价性能。（2）MF-IAMGCN模型构造的投资组合取得了最优的风险调整绩效，兼顾高回报和低波动。（3）MF-IAMGCN模型刻画定价信息的动态传播模式，充分挖掘高频定价信号，显著提升了定价性能。（4）股权网络隐含金融市场资本活动信息，能够显著降低ST股票预测误差。,
教育板块对金融市场风险传染的影响测度,风险测度是投资决策和风险管理过程中至关重要的一环，它有助于投资者更好地理解和管理其投资组合的风险，并最大限度地实现其投资目标。使用GARCH(广义自回归条件异方差)模型与Copula模型对上证指数、沪深300指数以及深证成指数与教育指数的日收益率进行建模。研究结果表明：样本期内，上证指数、沪深300指数以及深证成指数作为综合股票指数，相较于教育指数，其抗风险能力更强；上证指数、沪深300指数以及深证成指数与教育指数间存在明显的双向风险溢出效应且风险传染强度不对称；研究中发现VaR(在险价值)以及CoVaR(条件在险亏损)一般会低估市场的风险和市场的条件风险。,2024.0
中国A股市场的风险-收益关系:基于隔夜和日内两时段的研究,"自资本资产定价模型提出以来,资产回报的风险收益关系一直是学术研究的重点问题,但当前关于CAPM模型有效性的争论仍在继续且结论并不统一.本文在已有研究的基础上,综合考虑中国A股市场隔夜与日内时段在交易机制、交易特征和投资者类型等方面的差异,创新性地将整日时段分解为隔夜和日内两部分,并采用分组构建投资组合及Fama-MacBeth回归分析手段,分时段检验了Beta系数代表的系统性风险与个股收益间的关系,得出了时段异质性对A股市场风险-收益关系检验的影响.实证结果表明:整日时段和日内时段Beta系统性风险与收益正相关,而这一现象在隔夜时段并不存在,甚至会表现为一定的高风险-低收益现象.即已有基于整日回报计算的A股市场风险收益关系主要揭露了市场主要交易时段的表现,未能揭示集合竞价阶段个股系统性风险无法在价格中有效反馈的现象,本文研究有效补充了这部分内容.进一步,本文研究发现,整日和日内时段正向的风险-收益关系在市值较小、流动性较差及具有高特质风险的股票中更为显著,市场中投资者情绪变化和套利限制指标对这一结果也具有显著影响.此外,本文结果在基于不同因子模型调整、不同Beta测度方法和各类子样本检验中均稳健存在.本文研究对于投资者进一步认识CAPM模型、了解风险收益关系在不同时段的表现和完善风险-收益评估框架具有重要意义,研究结论有助于监管者完善相关政策和定价机制,实现我国A股市场系统性风险的有效衡量.",2024.0
基于机器学习的投资组合研究,股票市场的随机性使得如何利用已知信息构造投资组合并在规避风险的前提下获得最大收益成为人们关注的重要问题。使用熵权-TOPSIS法对指标进行赋权并据此对沪深300成分股进行排序筛选。基于随机森林模型和LSTM(long short-term memory)模型对股票收盘价进行预测，选择月收益率排名前7的股票利用均值-方差模型进行投资组合构建，分析不同预测模型下投资策略的收益情况，最终通过实验验证选择LSTM预测模型得到的投资组合能够获得更高的收益，且具有较高的回报稳定性。,2024.0
基于TSO-LSTM神经网络的股票收益率均值预测模型及其在智能投资中的应用,根据股票收益的历史数据，建立数据和模型双驱动的智能资产配置系统，指导股民投资实现收益最大化.使用金枪鱼群优化(TSO)算法寻参的长短期记忆(LSTM)神经网络为分布鲁棒优化投资组合模型提供收益率的均值与协方差矩阵，求解更符合实际情况的分布鲁棒模型得到投资方案.该模型提出的方案在未来前10 d的收益明显高于直接使用历史均值的分布鲁棒模型，亏损天数少于直接使用历史均值的分布鲁棒模型和平均分配资金的方案.同时该文提出的决策系统随着时间的推移，可以通过更新历史数据重新训练LSTM网络，使得模型保持良好的效果.TSO-LSTM神经网络能有效地抓住股票收益率的历史数据特征，实时动态地为投资者提供良好的投资决策.,2024.0
我国环保行业股票投资组合构建的实证研究——基于Fama-French三因子模型,本文利用Fama-French三因子模型计算2022年11月1日—2023年10月31日所有股票的三因子数据，并根据计算的三因子数据对股票的超额收益率进行OLS回归。结果显示，三因子均呈现显著正相关，但模型整体拟合优度并不高。在回归之后，选出环保行业股票的a值，对其进行排序，选出排名靠前的50只股票，利用DEA-Malmquist模型对其基本面情况进行评分，再利用熵权法对两列信息准则列进行综合评分，在50只股票中再选出排名靠前的10只股票作为投资组合成分股，利用综合评分对其赋权。结果发现，该投资组合在样本期间内的收益率远高于行业平均和沪深300指数，且在后续期间2023年11月1日—2024年1月12日仍有相对较高的收益率，但投资组合收益率波动较大。,2024.0
基于XGboost和线性回归的军队体系建设“成本-能力”组合优化模型,"不确定性条件下的体系能力评估和优化是提升军事体系建设效能的重要方式和手段。着眼军队体系建设中多种“成本-能力”方案优选问题，借鉴投资组合优化理论，采用极端梯度提升(eXtreme gradient boosting, XGboost)二分类模型、线性回归、三点估计等方法，构建“成本-能力”组合优化模型，汇总多个评估标准，得出备选方案的经济价值和对备选方案不确定性的敏感程度，综合分析，得到最优备选方案，并将模型应用于体系建设案例中进行验证，研究成果为“成本-能力”组合备选方案评估优选提供理论依据及实践方法。",2025.0
基于Transformer和关键特征的可解释端到端投资组合策略,"基于深度学习的端到端投资组合策略具有较高的决策性能,但其黑箱操作使得决策机制缺乏可解释性.本文使用深度学习、强化学习及知识蒸馏方法,构建了兼具决策能力和可解释性的端到端投资组合策略.首先,利用改进Transformer模型缓解其内置的二次复杂性问题,并据此提出长序列表征提取器.其次,通过跨资产注意力网络和强化学习算法,构建一个非线性的“黑箱”模型,用于金融资产的动态配置.然后,通过计算模型输出相对于资产特征的梯度,计算在特征域上的显著性向量,从而识别出影响较大的关键特征.最后,在关键特征上提取一个线性回归模型,进而得到了简单而具有经济学解释意义的端到端投资组合策略.实证结果显示,这种基于Transformer和关键特征的可解释端到端投资组合策略可以获得较好的收益与风险表现,兼具深度学习决策性能和解释性.本文的研究为深度学习在金融领域的应用提供了一种兼具高效决策能力与可解释性的投资组合策略.",2024.0
中国绿色基金的经济绩效分析,当前，全球气候变化推升了投资者对投资组合风险的日益关注，全社会绿色投资兴趣也愈发浓厚。本文采用时变条件模型来研究绿色基金在新兴经济体的业绩表现。结果显示，绿色基金在市场基准下，这些基准包括A股市值加权指数、沪深300指数和深圳证券社会责任指数，都比那些传统同类基金具有超额收益。然而，没有证据表明绿色基金在经济疲软时的表现也优于传统基金。此外，在分组回归中，绿色基金仅在A股市值加权指数这一基准下显示出超额收益。总的来说，本文的结果支持了使用条件模型来评估绿色基金表现的重要性。同时，中国的绿色基金在发展初期并没有表现出明显的经济业绩劣势，这与之前欧美市场的研究结果有很大不同。,2024.0
我国国债收益率曲线影响因素识别研究——基于机器学习方法的分析,理解国债收益率曲线的影响因素对于投资者配置债券投资组合、央行制定货币政策均具有一定的指导意义。本文通过机器学习方法，识别我国国债收益率曲线的重要影响因素。基于各个变量的相对预测能力，通过变量重要性分析技术挖掘我国国债收益率的主要影响因素，并使用偏相关依赖图研究其对国债收益率的边际影响。研究发现：（1）我国国债收益率曲线的本国影响因素主要为货币政策和通货膨胀率，全球因素则为石油价格、美国货币政策以及全球经济形势等。（2）货币政策、通货膨胀率等本国因素是我国短期国债收益率的主要影响因素，而长期国债收益率则同时受到本国及全球因素的影响。基于此，本文提出进一步疏通我国货币政策对国债收益率曲线的传导渠道、更加重视长期国债收益率等政策建议，以防范利率风险和增强财政与货币政策协调性。,2024.0
关于CPPI策略在中国市场有效性的研究探讨,"<正>CPPI策略,一种投资组合保险方法,自1987年由Black和Jones提出后,受到金融界的广泛关注。1988年,Estep和Kritzman发展了TIPP策略,而201 0年Philippe和Jean-luc的研究表明CPPI在多数情况下优于OBPI策略。国内研究显示,CPPI策略在中国市场可行,并能通过优化提高收益。例如,霍祎在2017年提出动态调整乘数的改进方案,袁稚泞在2021年引入动态自回归分位数方法优化风险乘数估计,赵宁远在2021年提出D-CPPI策略,这些研究和改进都旨在提升CPPI策略在不同市场环境下的表现和可靠性。",2024.0
新质生产力股票指数的设计与应用,本文通过综合考量研发投入、生产效率、环境影响及社会责任等多个维度的指标，选取了在A股、港股上市的50家具备显著新质生产力特征的上市公司，并据此构建了一个活跃交易、规模可观且适合投资的新质生产力股票指数。该指数旨在通过评估企业的新质生产力水平来衡量这些企业长期盈利能力与股价表现。在权重分配方面，本研究结合了主成分分析法、熵值法和市值法，不仅考量了公司的现有市值，更侧重于由新质生产力带来的长期增长潜力的积累。对历史数据进行回溯测试的结果显示，基于新质生产力特征构建的股票指数总体表现优于传统市值加权指数，展现出更高的收益率和更低的波动性。这一发现凸显了新质生产力对于企业高质量发展的关键作用。尤其是在快速变化的市场环境中，企业若能以提升自身的新质生产力为基石，通过技术创新和资源优化配置，将有望增强市场竞争力并获得更高的财务回报。因此，投资者可以将新质生产力作为选股的重要参考，通过投资拥有高水平新质生产力的企业，获得更佳的投资回报。,2024.0
基于机器学习的多目标投资组合优化研究,"文章首先运用随机森林、RBF神经网络和BP神经网络3种机器学习方法预测股票收盘价，使用历史数据和预测的收盘价计算投资组合的收益率均值、下半方差、偏度；然后，考虑交易成本、投资比例上下界约束和借贷约束，提出均值-下半方差-偏度多目标投资组合模型(M-SV-S)。该模型对应的优化问题属于非凸优化问题且求解困难，故首先将其转化为单目标优化模型，再运用差分进化算法进行求解。最后，选取上证50指数成分股作为样本进行实证分析，从收益率和索提诺比率等方面来对比M-SV-S模型与等比例投资组合模型的投资表现。实证结果表明：在样本外窗口内，M-SV-S模型的每日净收益率在1%～4%之间、30天的累计超额收益率超过50%、索提诺比率大于0,投资绩效明显优于等比例投资组合模型。",2024.0
基于时间加权和AdaBoost集成的动态多因子选股模型,"本文重点研究了如何有效地构建动态的量化选股模型。考虑到股票数据中存在的概念漂移现象，构建一种基于时间加权和AdaBoost支持向量机集成的动态选股模型——ADASVM-TW<sup>*</sup>。该模型通过将时间权重嵌入ADASVM中，根据样本的新旧以及是否错分更新样本权重。考虑到因子的时变性，采用随机森林算法进行动态因子选择。以2011年至2020年上证50各成分股为研究对象进行实证研究。研究发现，ADASVM-TW<sup>*</sup>模型的平均准确率和平均精度分别达到了53.24%和56.10%,基于预测结果构建的投资组合实现了29.86%的年化收益率，远高于其他投资组合和基准，并且该模型同时通过了显著性检验和稳健性检验。",2025.0
以量化FOF为业务特色的创新型主动券商资管模式,金融市场的成熟和公募基金数量的增加使得投资者越来越倾向于通过专业投资机构进行基金组合管理，FOF基金应运而生。量化FOF通过量化分析选择子基金，进而构建投资组合，具有系统性、可重复性、高效率和高透明度，在风控、多元化投资、专业管理等方面具有优势。本文探讨量化FOF在券商资产管理模式下的应用，运用机器学习技术深入探索FOF基金投资以及在配置层面采用Black-Litterman模型以降低组合波动率并提高资产收益。本文还引入随机森林、梯度提升树、神经网络等机器学习模型，采用共识机制结合多个模型的预测结果提出优化的量化FOF策略。此外，本文还讨论Black-Litterman模型在量化FOF中的应用，以及如何通过智能投顾和量化FOF提供定制化投资策略、动态资产配置等大类资产配置模型，在此基础上，展望扩大基础资产范围、增加投资深度、通过智能投顾系统提供交互式投资体验等量化FOF投资的未来发展方向。,2024.0
基于深度强化学习构建股票交易智能体,在复杂多变的金融市场环境中，构建稳定盈利的交易策略面临重大挑战。传统投资组合方法不能有效适应市场快速变化而进行及时权重调整，且关于市场效率、正态分布收益率等市场假设并不能真实反映快速变化的市场环境。针对这些挑战，将DRL算法与金融交易应用场景有效结合，探讨了DRL算法在优化股票交易策略并实现稳定盈利方面的应用潜力。通过选取上证50成分股作为交易品种，综合利用股票价格、成交量、均线等技术指标构建了交易市场环境，合理设计状态空间、动作空间和目标函数，并采用DDPG、SAC、TD3等DRL算法训练出适应性强的交易智能体。结果表明：该股票交易智能体在盈利能力和风险控制方面与传统投资组合策略相比具有显著优势。,2024.0
A股市场的隐性因子模型——基于特征排序框架的深度学习,随着深度学习技术的快速发展，其在资产定价领域的应用受到了广泛关注。本文深入探讨了因子定价模型的理论基础，并结合深度学习技术，提出了一种基于特征排序并以深度神经网络为主体所构建的隐性因子模型。该模型克服了传统因子模型在处理非线性问题和假设检验方面的局限，同时采用合理的激活函数以准确地模拟真实的投资组合构建过程。在对中国A股市场的实证分析中，本文提出的深度神经网络模型在样本外预测表现上显著超越了基准模型，并在均方有效前沿投资组合构建中实现了最高的累计收益和夏普比率。此外，通过对模型输出的梯度特征重要度分析，发现A股市场的月度收益率受交易类特征的影响最为明显，体现了中国股市作为一个发展中市场的特点。本文为深入理解隐性因子模型的构建，以及A股的市场行为模式提供了新的见解。,
基于深度强化学习的投资组合构建方法,传统基于数据分析的投资组合构建方法使用简单的统计学模型，不仅难以发现市场规律，且在处理大量数据时效率不高。而深度强化学习算法具备强大的数据处理和分析能力，能够通过学习自适应调整策略，从海量金融数据中提取出有效信息，处理复杂多变市场环境并为投资决策提供科学建议。针对金融资产价格具有非平稳特点和各资产间具有相互依赖性的问题，本文基于深度强化学习中的深度确定性策略梯度DDPG算法，设计了一种并行投资组合特征提取网络PPFNet作为策略网络用于构建投资组合。实验结果表明，PPFNet相较于其他主流投资组合构建方法，取得了最优的收益效益，且表现出良好的稳定性。,2024.0
基于动态多步损失厌恶的在线投资组合管理策略,"奖励函数设计的合理性对于提升深度强化学习算法的性能至关重要。针对投资组合管理任务，识别并解决了现有奖励函数的两大缺陷：一是过度关注短期市场波动而忽略长期趋势；二是对带来奖励和造成损失行为的奖惩相当，这并不符合投资者的损失厌恶心理。为此，借鉴行为金融学中的投资者损失厌恶理论，创新性地提出了一种多步损失厌恶(Multi-step Loss Aversion, MSLA)奖励函数，以更准确地刻画投资者在交易中的行为模式，并据此构建了在线投资组合管理策略。选取A股市场上三个具有代表性的指数，构建了相应的投资组合，在2019年至2023年的历史数据上进行了回测实验。实验结果表明，MSLA奖励函数显著提升了策略的整体性能，从累计收益率、夏普比率和最大回撤等指标来看，普遍优于现有的其他算法。此外，该策略不仅适用于不同市值大小股票组成的投资组合，而且在上涨、下跌和震荡的市场状态下均能保持稳健的性能，这充分说明了该算法在投资组合管理中的有效性和实用性。",2024.0
基于机器学习算法的债券流动性预测,对投资者而言，标的资产的流动性变化对制定投资策略、防控风险具有重要意义。本文主要关注债券在未来一段时间的流动性，创新性地融合先验知识，使用债券的动静态特征信息，训练出可解释的概率分层决策链模型，实现对流动性的预测。此外，本文提出基于投资组合的未来流动性分数指标，实现在不同投资组合之间的流动性排序，并可以观测在连续时间窗口下的未来流动性的变化。资产管理人也可对不同流动性等级的债券设置变现比例，根据债券当日市值完成对资产组合的可变现金额测算，进一步提升流动性管理能力。,2024.0
投资者情绪在投资策略中的影响,本文探究了投资者情绪与收益波动率之间的关系，在量化投资者情绪中，采用封闭基金贴水率、IPO首日发行量、新增投资者开户数、证券投资者信心指数、上证指数换手率五个指标作为投资者情绪的代理变量，运用主成分分析法构造具体的投资者情绪指数。在衡量投资者情绪对行业指数收益波动率的影响中，我们将投资者情绪作为一个外生变量加入EGARCH模型中，定义估计出的系数为波动率敏感系数(VSC)，根据该系数将不同的行业指数进行分类来构造投资组合，期望获得超额收益率。,2024.0
连锁股东与企业避税,随着上市公司连锁股东持股比例的提高，连锁股东的治理效果成为当下学术界研究的热点话题。连锁股东不仅具有丰富的信息和资源优势，能够发挥治理协同效应，还能按照投资组合价值最大化的目标干预产品市场定价，产生合谋效应。上述两种截然不同的治理效应是否会对企业避税行为产生影响则是需要研究的问题。以连锁股东的治理协同理论和合谋理论为基础，结合企业避税的传统理论和代理理论，通过收集2004年至2020年沪深A股上市公司数据，采用实际税率、名义税率与实际税率的差额测量企业避税，并按5%和10%的连锁标准测量连锁股东，采用最小二乘回归方法，探讨连锁股东与企业避税的关系，并分别检验控股型连锁股东、机构投资型连锁股东和最终控制人投资组合型连锁股东对企业避税的不同影响。研究结果表明，总体而言，连锁股东对企业避税发挥了合谋效应，通过提高避税的风险承担水平、关联交易比例和提升产品市场集中度等方式促进企业避税程度的提高。通过Heckman两阶段、倾向得分法+双重差分法、2008年实施的《中华人民共和国企业所得税法》外生政策冲击等内生性控制检验和按照10%持股标准计算的连锁股东、名义税率与实际税率的差额测量企业避税等稳健性检验后，结论仍然保持不变。异质性分析结果表明，控股型连锁股东能够显著提高企业避税水平，存在最终控制人投资组合的连锁股东更能显著增加企业避税程度，机构投资型连锁股东则发挥了治理协同效应，降低了企业避税水平。研究发现对于进一步全面认识连锁股东及不同类型的连锁股东对企业避税行为的影响具有重要的启示，为监管机构进一步规范连锁股东在中国资本市场的作用提供了经验证据的支持和决策参考依据。,2024.0
制造业企业扩大金融活动能否推动企业价值增长?——基于上市制造业企业面板数据门限回归分析,利用随机最优控制理论模型，将制造业企业资产配置决策引入企业价值产生及波动机制，剖析了资本积累中产业资本与金融投资的动态配置决策及其与企业价值的非线性关系，并基于2003—2020年上市制造业企业面板数据进行了检验。理论分析论证了在资本配置中制造业企业的金融投资规模与其价值增长整体呈现的非线性关系。实证结果显示，资本积累初始分配时适度增加金融投资对企业价值增长具有正效应，且强度呈现由弱到强的变化趋势。采用动态指标刻画企业扩大金融活动的行为并进一步检验，结果表明：企业价值与动态金融资产配置存在双门限效应，企业扩大金融活动存在适度区间，其动态调整与期初资本配置及产业投资与金融投资的相关性有关。在缓慢增长阶段金融投资增长率较低时企业扩大金融投资可促进企业价值增长，在再分配时可反哺产业资本；当金融投资增长率超过拐点时，企业扩大金融活动将对企业价值产生负效应；而当金融投资增长率超过第二个门限值时，金融投资将对企业价值增长再次产生促进效应。,2024.0
基于随机森林算法的ESG评价模型及其应用,为积极践行我国生态优先、节约集约、绿色低碳的高质量发展道路，探索金融行业的ESG管理实践、做好绿色金融大文章，本文借鉴国际主流ESG评级框架和信用评级领域建模实践，立足我国国情，创新构建了一套基于随机森林算法的ESG评价模型。通过机器学习方法的应用，本文建立起上市企业ESG表现与企业财务绩效以及投资组合收益的逻辑框架，为投资组合构建和风险防控提供了一套新的方法。在比较分析多种深度学习算法后，最终采用了随机森林算法来构建模型，预测上市公司ESG评分。从实证分析结果来看，本文的ESG评价模型具有较好的分层效果和单调性，ESG优选组合能获得优于业绩基准的超额回报，在一定程度上反映了上市公司追求经济价值与社会价值相统一的发展观，较好地契合经济高质量发展要求。,2024.0
