Article Title,Abstract,Publication Year
碳交易视角下企业碳资产价值评估研究,碳资产价值评估是企业参与碳市场、管理碳资产、提升企业低碳价值的前提与关键。考虑到当前我国碳市场交易产品以碳配额和国家核证自愿减排量（CCER）为主，以上述两种碳交易产品为研究对象，综合考虑碳资产价值的影响因素，采用长短期记忆网络（LSTM）和B-S期权定价模型对碳资产交易价格进行预测，构建企业碳资产价值评估模型，并通过算例验证该模型的有效性。研究发现，通过对碳资产价值的量化评估，能够实现企业碳资产价值最大化。针对企业和政府提出优化碳资产价值评估方法、完善碳资产管理制度、加强对碳资产交易的监管等建议，以期为企业碳资产管理和投资决策提供参考。,2023.0
互联网企业数据资产价值评估——基于二叉树期权定价模型,作为一项全新的资产类别，数据资产的估值研究给学术界和实务界带来了不小挑战，如何客观合理地对数据资产进行价值评估成为当前值得关注的重点问题。本文将企业所拥有的数据资产视为一个整体，利用超额收益和层次分析法相结合确定数据资产基础净现值；其次，基于实物期权理论建立二叉树期权定价评估模型，利用其确定数据资产潜在价值，提出关于互联网企业数据资产价值评估方案，并以同花顺公司为研究对象进行实证分析。结果表明，该方案在一定程度上可以解决互联网企业数据资产潜在价值的估值问题，增强估值的灵活性，使得估值结果更加客观合理。,2023.0
天气预测及其衍生品定价研究——基于气温日度数据的实证分析,气温衍生品是以气温为标的的一种新型天气风险管理工具，对气温进行精准预测是气温衍生品定价的核心。本文分别使用ARMA模型、单变量LSTM模型、多变量LSTM模型建模，预测我国7个代表城市的日度气温，择优预测结果使用蒙特卡罗方法进行气温期权定价并分析其在农业中的应用。研究结果表明：第一，深度学习LSTM模型比ARMA模型在气温预测方面有更好的效果；第二，加入周围城市气温特征的多变量LSTM模型相对于单变量的LSTM模型预测精准度均有提升；第三，蒙特卡罗方法适配于气温期权的定价。基于此，应使用深度学习算法提高天气衍生品定价的精确度；因地制宜设计我国的天气衍生品，选择最为合适的定价模型参数；完善天气衍生品交易制度及其监督规则，提升天气衍生品定价的科学性，推动我国天气衍生品市场发展。,2023.0
基于深度学习的期权价格预测研究,期权作为一种高杠杆的金融衍生品，拥有出色的套利和对冲性能。传统的无套利期权定价方法，包括Black-Scholes期权定价模型、Merton模型和Heston模型，他们的诞生均具有严格的假设条件，同时使用随机过程拟合期权价格走势。然而，由于实际期权市场与上述严格的假设条件具有较大差异，因此传统的无套利期权定价方法无法还原实际市场中的期权定价过程。由此，本文着眼于数据驱动方法，采取深度学习算法来模拟期权定价过程。本文选取上证50ETF期权的数据，在传统无套利的Black-Scholes期权定价理论基础上，利用深度学习中的BP神经网络及LSTM神经网络模型对欧式期权定价进行可行性研究。本文建立两个期权价格预测模型，并利用这两个模型分别对期权价格进行预测，用MSE、MAE和R-squared这三个模型评价指标来描述不同模型的预测精度。实证结果表明，LSTM模型的预测精度在预测上证50ETF期权价格时具有显著优势。,2023.0
篮子期权定价的深度学习方法,金融中的诸多衍生品都涉及复杂期权定价问题，其中大多数可转换为偏微分方程初(终)值问题，但该问题往往难以获得解析解，且面临着“维度诅咒”问题。在单个标的物的期权定价中，可以采用各种方法绕开偏微分方程的求解问题。但是篮子期权以资产组合为标的，其定价难以绕开高维偏微分方程的求解。在这一背景下，本文从倒向随机微分方程(BSDE)的思路出发，提出利用神经网络可以非线性地对任何函数进行拟合的特点，将其引入到一类抛物型偏微分方程数值求解中，将待求解目标作为可更新参数嵌入到深度学习架构中，使得在模型训练结束后便可以获得具有更高精度的目标解。本文的深度BSDE模型避开传统思路中遇到的对数正态分布随机变量的算术平均不再满足对数正态分布的问题，能兼具有效性和准确性对篮子期权定价问题进行求解，且具有可以优化的方向，在未来应用中泛用性较强。,2023.0
基于物理信息神经网络的天气衍生品定价研究,基于温度指数的天气衍生品定价研究是一个热点.拟应用物理信息神经网络(PINNs)以求解基于O-U过程的天气衍生品定价偏微分方程，对HDD看跌期权进行了数值模拟.改进了PINNs算法的采样点，调整了梯度下降算法、学习率、迭代次数、权重分配等以加快收敛速度和提升拟合效果.通过与MCMC仿真模拟和单侧有限差分求解方法对比发现基于PINNs的方法具有相当的精度和计算速度，证明了PINNs算法求解天气衍生品定价偏微分方程的可行性.,2023.0
基于双重XGBoost模型的农产品期货波动率预测——以玉米期货为例,农产品期货的波动率在农产品衍生品定价、风险分散和农产品风险对冲等领域都起着关键性作用。对波动率进行预测，投资者可以依据波动率预测结果，对预期可能面临的风险采取相应的应对策略，更加精准地进行农产品风险管理。但波动率预测领域存在如下挑战：(1)波动率的预测期限较短，仅为1天或3天，难以反映资产在未来较长时间的价格波动率情况；(2)以往研究多关注于价格等信息，在波动率预测中对于基本面信息考虑较少；(3)神经网络、深度学习等预测模型的可解释性较差，网络构建和超参数的选择多依赖于经验选择。本文提出了一个基于XGBoost模型的波动率预测框架，考虑价格和基本面数据，对于波动率的长期趋势和短期变化进行了分析。实证结果表明，加入了更多信息维度的模型有助于提升波动率预测的精度，相比于传统的GARCH模型，均方误差MSE缩小了35%以上。,2023.0
基于改进粒子群算法的LSTM混合神经网络期权定价模型,引入改进粒子群算法(IPSO)对长短时记忆神经网络模型(LSTM)超参数进行自适应匹配，并结合Heston模型进行混合建模，提出一种全新的IPSO-LSTM-Heston期权定价模型。为验证模型的定价效果，基于上证50ETF期权高频数据进行实证分析。结果表明：IPSO算法具有优异的全局寻优能力和收敛速度，能够大幅提高LSTM混合神经网络模型的定价效率。通过将优化的LSTM神经网络模型与Heston模型结合，不仅可以捕捉高频数据的动态特征，而且能够发挥神经网络模型的非线性拟合能力与传统模型定价过程的严密性等优点，在降低定价误差的同时显著提高定价精准度。,2024.0
基于深度学习求解Black-Scholes模型——以上证50ETF期权数据做实证研究,<正>Black-Scholes定价模型是重要的期权模型之一，该模型的传统求解方法主要为解析法和数值法两种，本文相对于传统的两种求解方法提出利用深度学习对Black-Scholes偏微分方程做求解，相对于传统求解方法受到严格的假设约束，深度学习求解更加方便可以不受这些约束条件影响，其求解需要的参数更少所占计算空间更小。本文以上证50ETF期权数据为例，将数据中行权价、标的资产价格、到期时间、无风险利率代入公式中，做两种方法的求解精度对比分析，结果表明深度学习求解精度优于Black-Scholes求解公式求解。,2023.0
基于LSTM网络的经营性租赁固定资产实物期权定价预测研究,经营性租赁固定资产实物期权定价对企业经营状况有一定的影响。为了提升固定资产实物期权定价预测的准确性，提出了一种基于LSTM网络的经营性租赁固定资产实物期权定价预测方法。在经营性租赁固定资产实物期权定价的基础上，通过短期较少期权数据前后组合方式构建了一种于LSTM网络的期权定价预测模型，编制了相应的预测算法程序，完成了相应的求解。结果表明：所提方法具有良好的可行性，精度较高，且易于模块化与程序化，可为企业实物期权定价提供一定的理论指导。,2022.0
基于双重跳跃Heston模型的上证50ETF期权定价度量分析,上证50ETF作为我国证券市场的第一只场内股票期权，其随机波动率及定价等相关问题的研究一直广受关注。本文考虑引入双重跳跃项，构建了带有双重跳跃的Heston模型，通过扩散项高斯近似分解，将L-M跳识别与复合分位数估计方法相结合，实现了上证50ETF数据的跳跃识别及随机波动率参数的有效估计；并在此基础上利用深度学习算法给出了上证50ETF期权定价问题合理的度量分析。,2022.0
基于LSTM的沪深300ETF期权定价模型研究,将深度学习算法中的长短记忆神经网络（LSTM）引入期权定价的研究中．构建了沪深300ETF看涨期权和看跌期权的LSTM定价模型，进行了实证分析，并和BP神经网络模型的预测结果进行了对比．结果表明，LSTM神经网络模型的预测精度与深度学习的训练次数有关，且LSTM期权定价模型的预测效果要优于传统的BP模型．,2022.0
基于深度学习算法的波动率预测研究——以上证50ETF期权为例,"波动率是衍生品定价、金融风险度量和市场恐慌情绪衡量的重要指标,波动率的合理预测对于市场参与者和监管者具有重要的意义。深度学习能够学习金融数据的内在规律,捕获到数据中的非线性关系,降低金融数据中噪音的影响。期权隐含波动率包含了市场对未来波动的预期,具有更好的风险预警能力。本文以深度学习算法为基础,运用上证50ETF期权为研究标的,构建波动率预测模型,实现对波动率的高精度预测。本文拓展了传统机器学习研究方法,利用金融学中滚动窗口的方法,实现了全样本数据的预测,并与传统波动率模型进行比较研究。本文主要结论如下:从实践角度,深度学习模型在波动率预测上显著且稳健地优于传统波动率预测模型,预测精度提高大约200%;从理论角度,深度学习虽然是一个黑箱模型,但是在金融领域上的应用仍然体现出一定的金融学假设与思想,比如渐进独立假设、长期预测精度下降等。",2021.0
基于深度学习算法的行为期权定价,"针对一类考虑了投资者微观结构随机变迁、投资者行为存在羊群效应以及非理性情绪的高维行为资产价格模型,推导出行为期权定价偏微分方程,构建了基于深度学习算法的行为期权定价方法:首先,基于费曼卡兹公式推导出行为期权价格的迭代方程;然后,用神经网络来逼近迭代方程中的期权价格关于标的模型空间变量的梯度函数;最后,通过深度神经网络参数寻优得到期权价格。数值实验表明:相比蒙特卡洛方法,深度学习算法在计算高维标的资产的期权价格时,获得的结果不仅精度更好,而且效率更高;在相同精度要求下,深度学习算法所需要的仿真路径数更少。研究发现:市场中投资者的非理性情绪程度越严重,期权价格越高;股市微观结构调整速度和羊群效应,对不同成熟度市场上期权价格的影响存在异质性:在不成熟市场上,股市微观结构调整速度越快,投资者的羊群效应越严重,期权价格越高;而对于成熟市场,投资者结构回复长期均衡以及羊群效应,均起到稳定期权价格的作用。",2021.0
基于深度学习的篮子期权定价数值算法,"在标的资产价格服从Heston模型的条件下,对欧式篮子期权定价问题进行了研究。推导出篮子期权价格满足的偏微分方程,利用基于深度学习的倒向随机微分方程求解算法,克服维度诅咒,得到了篮子期权价格的近似数值解。通过与蒙特卡罗结果的对比,表明该算法克服了维度灾难,在高维情况下是准确且稳定的,为期权定价研究提供了新的方向。",2021.0
一种混合建模方法及其在ETF期权定价中的应用,"科学合理的交易型开放式指数基金(ETF)期权定价有利于充分发挥其风险对冲功能,也是一个需要准确掌握市场规律并兼顾经济学意义的复杂建模过程。本文提出了一种新的混合建模方法,将嵌套长短时记忆神经网络模型(NLSTM)与Heston模型结合,实现ETF期权定价偏差的动态修正,并基于华夏上证50ETF、嘉实沪深300ETF和华泰柏瑞沪深300ETF的高频期权数据,实验验证了所提方法的有效性。研究结果表明,不同类型ETF期权价格的波动特征差异显著,无论是基于BS定价模型还是Heston定价模型都难以准确刻画ETF期权价格的复杂变化规律。通过将NLSTM神经网络模型与Heston模型结合,能够有效地捕捉不同类型ETF期权的动态变化规律,从而提升ETF期权定价的准确性。",2020.0
基于神经网络对上证50ETF期权定价研究,"深度学习在金融领域被广泛关注,期权定价问题也成为研究的热点。基于LSTM神经网络对上证50ETF期权进行期权定价预测,并与B-S期权定价模型和BP神经网络比较,LSTM神经网络的预测误差更小。该文经实证分析发现:模型对看涨期权的预测效果要优于看跌期权,LSTM神经网络预测效果更好。",2020.0
基于深度学习算法的欧式股指期权定价研究——来自50ETF期权市场的证据,"深度学习(Deep Learning)在人工智能领域取得了巨大的成就,在学界和业界都激起了深度学习的热潮。根据金融数据的时序特征,将深度学习中循环神经网络(RNN)引入期权定价模型,构建了一种基于长短记忆神经网络(LSTM)的新的期权定价模型,并利用50EFT看涨期权和看跌期权进行实证分析。研究结果表明:LSTM期权定价模型比经典的Black-Scholes蒙特卡洛方法具有更高的定价精确性。",2018.0
