Article Title,Abstract,Publication Year
某创新药企业股份支付费用测算案例,非上市科创企业股份支付费用估算难度较大，一是企业价值估值难度较大，二是股权架构往往相对复杂，譬如对外引入多轮优先股投资，对内实施非标准化的股权激励计划，且多涉及晦涩条款。由此，本文以创新药企业为例，就企业价值，优先股与普通股价值，以及股份支付费用，分别引入决策树、企业价值分配模型及二项期权定价模型予以测算。本文以案例形式呈现了完整的测算路径，具有一定新颖性，希望裨益相关实践。,2024
基于深度学习的上证50ETF期权定价研究,"近年来,以深度学习为代表的机器学习方法在金融领域中的应用越来越广泛。本文尝试将深度学习方法引入欧式期权定价研究中,构建了基于深度神经网络的非参数化期权定价模型(DNN模型),并利用上证50ETF期权交易数据进行了实证分析。研究发现:DNN模型的样本外定价误差显著低于经典的Black-Scholes模型(BS模型),并且从均方根误差来看,DNN模型在上证50ETF看涨期权上的定价精度较BS模型提升了76.97%;从平均绝对百分比误差来看,DNN模型在看涨期权上的定价精度较BS模型提升了63.74%,尤其在长期限和深度实值期权上表现出较高的定价精度。这些结果表明,基于深度学习的期权定价模型较BS模型在中国大陆期权市场上具有更高的定价精度,为投资者进行风险规避与衍生品定价提供了理论和实践依据。",2024
机器学习驱动的农产品进销决策——以新疆棉为例,我国是农产品生产和消费大国。近年来，基差交易成为大宗农产品的主要交易形式。由此，农产品经销企业面临采购和基于基差的销售定价决策。然而，不同于工业产品，农产品存在显著的规格不一致问题，给决策带来了困难。为此，首先，构建了基于基差的农产品进销两阶段非线性随机规划模型；其次，对模型进行线性化处理，并设计L-shaped算法以求解模型的最优解；然后，利用历史期货价格和交易状况大数据沉淀，采用多种机器学习方法预测模型所需的随机场景，实现了“从预测到决策”的研究；最后，以新疆棉为例，基于某经销企业实际数据开展实例应用与分析。本研究有助于提升大宗农产品交易效率和效益，并为包括新疆棉的我国棉花产销决策提供了科学支持。,2024
围绕当地农业经济期货服务的金融工程专业学科建设研究,在生态文明战略以及高质量农业、供应链和制造业转型升级的背景下，传统金融学科难以满足农业产业链资本定价的需求。本研究采用交叉固定效应和三重引力回归模型，实证分析了地方高校金融工程学科建设对地方农业经济的提振作用。研究发现，当地方农业经济风险和自然灾害风险增加时，地方高等院校将获得更多新增期货类专业报备，而且相关专业的全面发展显著提升了当地农村教育消费和农村家庭资本积累。研究结论提出了利用期货前沿研究技术创新金融工程学科发展的基本思路，旨在通过地方高校金融工程学科建设，更好地服务地方经济，有效提升科学知识生产力。,2024
收储制度改革后我国玉米价格影响因素分析：基于VAR模型,目的：玉米收储制度改革后，玉米价格进入市场定价阶段，价格波动更加频繁、剧烈，探讨不同因素对玉米价格的冲击程度。方法：利用2016年4月—2024年2月的数据，通过构建向量自回归（VAR）模型定量分析收储制度改革后我国玉米价格的影响因素。结果：玉米期货价格、大豆价格和新冠疫情对我国玉米价格的影响程度最大，生猪价格、肉鸡价格和国际石油价格次之，而进口玉米价格和玉米进口量对玉米价格的冲击相对较小。结论：关注玉米价格风险来源，强化玉米价格监测预警，确保玉米市场稳定运行。,2024
高阶矩风险与市场收益：来自中国期权市场的证据,基于上证50ETF期权隐含的方差和高阶矩的期限结构，本研究使用偏最小二乘回归的降维方法构造了与中国股票市场收益相关的方差-高阶矩风险因子.实证结果显示，在2015年到2020年的样本期内，该风险因子显著地预测未来1个月以及2周至8周的市场收益，月度样本内和样本外R<sup>2</sup>分别达到了10.08%和6.55%.在控制了常见的经济预测变量和期权变量后，该因子的预测能力仍然保持显著.这表明我国股市收益中包含了对偏度和峰度风险的补偿，与含时变高阶矩的资产定价模型相一致.在经济价值方面，方差-高阶矩因子的预测能力可为投资者在市场择时交易中带来可观的收益.结果表明，中国期权市场提供了高阶矩风险的独特信息，这为理解我国股市风险与收益的权衡关系提供了新的角度.,2024
量化金融在金融衍生品定价中的应用,量化金融作为一门交叉学科，在金融衍生品定价领域发挥着至关重要的作用。通过运用数学模型和计算机技术，量化分析师能够准确评估金融资产的价值，为市场参与者提供决策支持。首先，本文探讨了在金融衍生品定价过程中常遇到的几个主要问题，包括模型误差、参数不确定性、市场因素影响以及计算效率问题。其次，本文详细介绍了量化金融中的创新技术，如机器学习、数值计算和高频数据分析以及它们在金融衍生品定价中的具体应用。最后，本文总结了量化金融技术在提高定价精度、优化风险管理和提高市场效率方面的重要作用。,2024
国债期货与国债收益率曲线间的互相作用,长期以来，国债发挥着决定市场无风险利率的作用。随着不同久期合约品种相继上市，国债期货通过自身价格发现功能，为国债现券交易起到合理定价的作用，在提升现券流动性的同时促进国债收益率曲线平滑化。本文分析了新品种合约上市对我国国债收益率曲线形态变化的影响，研究了收益率曲线怎样传导资金利率变化，并通过实操研究，探索了如何根据国债收益率曲线的形态变化进行跨品种价差套利。,2023
基于PCC-BP神经网络模型的碳配额价格预测,与传统金融市场不同，全国碳排放权交易市场推动着全国降碳减排工作的进行，其中碳排放权定价是碳交易市场中十分重要的一环，与市场的流动性、有效性密切相关。以全国碳排放权交易市场为例，运用PCC-BP神经网络模型进行变量间的相关分析和碳价预测。研究表明，宏观经济指数、国内煤炭价格与全国碳排放权价格之间显著负相关，国际天然气、原油、EUA期货价格与全国碳排放权价格具有显著正向关系，与欧元汇率之间则是显著负相关关系；基于此构建了BP神经网络模型，结合Kolmogorov定理和交叉验证后发现，其能够较为有效地预测全国碳交易市场的短期价格。,2023
基于神经随机微分方程的期权定价,首先，基于Black-Scholes股票价格模型，通过将资产回报率和波动率分别参数化为漂移网络和扩散网络，建立神经随机微分方程(NSDE)模型；其次，在实证分析中以标的资产为单只股票的期权作为研究对象，采用真实的股票数据进行网络训练和测试，实验结果表明，NSDE模型能克服Black-Scholes模型常数性假设的缺陷；最后，对于期权标的资产价格不可观测的情况，提出可以将任意一个目标期权的价格和一个已知期权的价格约束在其风险中性等价鞅测度的Wasserstein距离内，并在理论上证明该方法.,2023
中国原油期货的国际定价能力研究——基于动态信息溢出视角的比较分析,中东原油“亚洲溢价”现象的存在是对亚太地区各国经济发展的一种长期不公正待遇，而上海原油期货的推出正是我国提升国际原油定价话语权的重要举措。本文采用基于时变参数向量自回归（TVP-VAR）模型的溢出指数方法，从全球原油期货和亚洲原油现货市场间的动态信息溢出视角，量化比较了我国原油期货和三类成熟原油期货的定价能力及其动态特征，并重点考察新冠疫情前后各类原油期货定价能力的变化。为增强结论的稳健性，本文还进一步区分了正、负向收益关联系统中原油期货市场的非对称溢出行为。结果表明：（1）WTI和Brent原油期货在原油系统中占据支配地位，而我国原油期货的定价能力总体上弱于三类成熟原油期货，但其对亚洲原油现货市场的重要性在新冠疫情发生后有所提升；（2）在四类原油商品期货中，我国原油期货对亚洲原油现货的价格引领作用更容易受到新冠疫情传播的影响，并且不同于疫情发生前主要充当其他原油市场的信息净接受者，我国原油期货在疫情后曾短暂成为了各亚洲原油现货市场的净溢出者；（3）虽然新冠疫情对原油系统信息溢出强度及其非对称特征具有明显影响，但并未从根本上改变原油市场间的信息传递方向，同时，疫情对原油系统的剧烈冲击在五个月内被逐渐吸收。,2024
方差风险溢价在波动率预测中的应用——基于上证50ETF期权,波动率在金融衍生品定价等领域具有广泛的应用，因此涌现了大量的学者针对波动率预测展开研究。目前流行的布莱克-斯科尔斯(Black-Scholes)模型隐含波动率以及无模型隐含波动率，均是在风险中性测度下对未来已实现波动率的预测，而无模型隐含波动率更是基于实际市场数据所得，二者之间的差别即方差风险溢价会在一定程度上导致波动率预测的偏差。基于此，在构建传统的波动率预测指标后，再通过方差风险溢价对隐含波动率进行修正，分别通过单变量回归和多变量回归对不同的波动率预测指标的预测能力以及包含信息量进行分析，结果发现方差风险溢价可以有效降低预测偏差，增强对已实现波动率的预测能力。,2023
量子计算在亚式外汇期权定价中的应用,<正>近年来，量子计算技术发展迅速，已被应用于加密算法、机器学习和衍生品定价等多个领域。文章以亚式外汇期权为例，探索量子计算在奇异衍生品定价中的应用。首先介绍亚式外汇期权及其传统定价方法，然后介绍量子计算的基本原理，并将其应用于亚式外汇期权定价，最后利用市场数据开展实证研究，对量子计算与传统定价方法的计算结果进行了比较和分析。,2023
我国沪深300ETF期权定价有效性实证分析,选取10002495.SH、10002501.SH和10002575.SH三份为标的资产的沪深300ETF的期权合约，以2020年6月19日至2020年12月23日的收盘价数据为样本，运用二叉树期权定价模型计算期权理论价格。计算了直接由标的资产收盘价获得的历史波动率和通过反解B-S方程得到的隐含波动率，并讨论了这两者作为二叉树期权定价模型输入参数对最终期权理论价格的影响，通过线性回归分析和定量指标分析探讨理论价格和实际价格的关系。研究发现，二叉树定价模型能够较好地对期权合约进行定价，通过B-S方程得到隐含波动率定价效果优于直接使用历史波动率，并且期权的执行价格越高，模型的定价误差也会越小。,2023
气候金融背景下的气温衍生品定价研究——基于机器学习算法,在全球气候变暖的长期演变趋势下，中国多地的局部异常极端天气此起彼伏，传统的天气保险适应性减弱，气温衍生品有望成为中国气候金融市场新的发展趋势。本文基于1980年-2020年长沙市日平均气温构建ARMA模型与K近邻、支持向量回归、M5模型树、BP神经网络、RBF神经网络和ELM神经网络6种机器学习模型，比较它们的预测效果，并使用蒙特卡洛模拟进行气温衍生品的定价。结果表明，机器学习算法较ARMA模型预测精度有显著提升，其中BP神经网络的预测效果最好，相对误差较小，对气温衍生品的定价更为准确。,2023
可转换债券隐含波动率测度及其内在价值评估——以上市商业银行可转换债券为例,可转换债券具有债权性、股权性与期权性等多重属性，其隐含波动率测度是进行债券定价及实施风险管理的重要手段。采用实证分析与市场观察比较方法，构建二叉树模型、分位数回归模型，选取10家上市商业银行为样本，通过引入修正无风险利率考察银行可转债理论价值与市场价格偏离幅度，并对可转债隐含波动率与正股价格影响关系展开分析。实证结果表明：银行可转债的理论价值略低于市场价格，其可转债的隐含波动率与正股股价存在负相关性，隐含波动率在一定程度上解释了市场中的可转债溢价现象。基于此，应完善可转债定价机制，优化可转债发行条款，提高可转债定价的信息化集成水平。,2023
综合风险区划下的海南省天然橡胶县域收入保险定价研究,天然橡胶收入保险同时承保产量和价格风险，对稳定农户收益、保障橡胶产业可持续稳定发展、提升我国重要农产品自给水平具有重要意义。基于海南省天然橡胶主产市（县）2002-2020年相关数据，文章制定综合风险区划下的收入保险定价策略，创新性地把风险单元精确至县域层面，运用聚类分析、Copula函数等方法深入探讨海南省天然橡胶保险的分区定价。结果表明：（1）橡胶期货市场具备价格发现功能，具有纳入保险定价的价格基础。（2）主产市（县）被划分为低、中、中高、高4类风险区，肯德尔秩相关系数依次为-0.0255、0.0654、0.0741、0.1088，表明天然橡胶区域单产与价格的相关性极弱。但风险等级越高，二者负相关性越低。（3）同一保障水平下保险费率大小遵循收入保险>价格保险>产量保险的排序，价格风险远高于产量风险。（4）风险等级越高，收入保险纯费率越大，以100%保障水平下费率计算值为例，低风险区（16.28%）<中风险区（16.62%）<中高风险区（16.92%）<高风险区（17.78%）。（5）80%保障水平下的天然橡胶收入保险毛费率基本控制在11.33%～13.94%，具有推广可行性。根据研究结论与讨论，文章提出政策启示：完善农产品期货市场，提供差异化设定保险费率和保障水平的收入保险与森林保险，重视并促进天然橡胶多品类险种间的互补与共同发展，考虑在天然橡胶单产与价格呈负相关性的低风险区优先试点收入保险。,2023
基于深度学习的期权价格预测研究,期权作为一种高杠杆的金融衍生品，拥有出色的套利和对冲性能。传统的无套利期权定价方法，包括Black-Scholes期权定价模型、Merton模型和Heston模型，他们的诞生均具有严格的假设条件，同时使用随机过程拟合期权价格走势。然而，由于实际期权市场与上述严格的假设条件具有较大差异，因此传统的无套利期权定价方法无法还原实际市场中的期权定价过程。由此，本文着眼于数据驱动方法，采取深度学习算法来模拟期权定价过程。本文选取上证50ETF期权的数据，在传统无套利的Black-Scholes期权定价理论基础上，利用深度学习中的BP神经网络及LSTM神经网络模型对欧式期权定价进行可行性研究。本文建立两个期权价格预测模型，并利用这两个模型分别对期权价格进行预测，用MSE、MAE和R-squared这三个模型评价指标来描述不同模型的预测精度。实证结果表明，LSTM模型的预测精度在预测上证50ETF期权价格时具有显著优势。,2023
篮子期权定价的深度学习方法,金融中的诸多衍生品都涉及复杂期权定价问题，其中大多数可转换为偏微分方程初(终)值问题，但该问题往往难以获得解析解，且面临着“维度诅咒”问题。在单个标的物的期权定价中，可以采用各种方法绕开偏微分方程的求解问题。但是篮子期权以资产组合为标的，其定价难以绕开高维偏微分方程的求解。在这一背景下，本文从倒向随机微分方程(BSDE)的思路出发，提出利用神经网络可以非线性地对任何函数进行拟合的特点，将其引入到一类抛物型偏微分方程数值求解中，将待求解目标作为可更新参数嵌入到深度学习架构中，使得在模型训练结束后便可以获得具有更高精度的目标解。本文的深度BSDE模型避开传统思路中遇到的对数正态分布随机变量的算术平均不再满足对数正态分布的问题，能兼具有效性和准确性对篮子期权定价问题进行求解，且具有可以优化的方向，在未来应用中泛用性较强。,2023
基于物理信息神经网络的天气衍生品定价研究,基于温度指数的天气衍生品定价研究是一个热点.拟应用物理信息神经网络(PINNs)以求解基于O-U过程的天气衍生品定价偏微分方程，对HDD看跌期权进行了数值模拟.改进了PINNs算法的采样点，调整了梯度下降算法、学习率、迭代次数、权重分配等以加快收敛速度和提升拟合效果.通过与MCMC仿真模拟和单侧有限差分求解方法对比发现基于PINNs的方法具有相当的精度和计算速度，证明了PINNs算法求解天气衍生品定价偏微分方程的可行性.,2023
金融科技在场外衍生品业务中的应用与展望,相较于场内衍生品，场外衍生品具备高度灵活、可定制化的特点，可以更好地满足机构客户差异化的投资需求。随着科学技术的快速发展，金融科技可以从客户登记、询价报价、产品定价、合约簿记、对冲、风险控制、数据报送等多个方面提升工作效率，降低人力成本和时间成本，是推动场外衍生品业务发展、助力券商服务实体经济的重要手段。本文概述我国场外衍生品业务发展情况，从机器学习、自然语言处理和微信机器人、大数据三个方面探讨金融科技在场外衍生品业务中的应用并作出展望。,2023
风险区划下棉花“保险+期货”定价与运行机制分析——以山东省为例,[目的]棉花“保险+期货”模式的出台对保障棉农收入起着至关重要的作用，但随着地区差异性增强、生产成本上升、目标价格统一不变等问题的出现导致该模式的作用有所减弱。[方法]文章基于2021—2022年棉花期现货价格数据，运用蒙特卡洛模拟法计算统一费率，运用熵值法对各地级市棉花价格风险进行综合评价，并运用聚类分析法对棉花种植区域进行风险区划。[结果]（1）棉花价格风险主要集中于鲁西北和鲁西南地区，专业化程度是产生价格风险的主要原因；（2）修正目标价格和保险费率后，高风险区和次高风险区目标价格高于全省平均水平，保险费率增长速度随保障水平提高而降低；（3）通过构建期货市场、现货市场与保险公司的信息联动机制，拓宽了信息交流的渠道。[结论]为更好地发挥“保险+期货”保障农民收入的作用，提出针对不同风险区域，实施精细化产品设计；多方主体相互配合，减轻地方政府保费压力两点建议。,2023
引入境外投资者提升中国PTA期货国际定价影响力研究,2018年11月30日，中国PTA期货实施引入境外投资者政策，对提高期货市场流动性及运行效率发挥积极作用。本文利用溢出指数模型度量中国PTA期货市场的国际定价影响力。在此基础上，运用多元线性面板回归模型分析引入境外投资者政策对中国PTA期货市场国际定价影响力的提升作用。结果表明：引入境外投资者政策显著促进了中国PTA国际定价影响力的提升，期货市场深度也显著提升了中国PTA期货的国际定价影响力；期货市场投机程度、市场波动率与中国PTA期货市场国际定价影响力之间均显著负相关。基于以上研究结论，得出如下政策启示：继续推进引入境外投资者政策，进一步拓宽期货市场开放范围；提升期货市场深度，促进期货市场的流动性提升；加强期货市场监管，抑制市场过度投机和市场过度波动，维护期货市场平稳健康运行。,2023
基于“分解-重组-预测-集成”模式的Heston期权定价模型,精准合理地期权定价对于改善市场流动性、优化投资者结构、稳定金融市场拥有重要意义。本文提出了一种结合“分解-重组-预测-集成”思想的Heston期权定价模型，该模型利用Heston模型进行初始定价，通过自适应噪声完全集合经验模态分解(CEEMDAN)对定价误差进行分解与重构，获得高频项、低频项及趋势项，然后使用门控循环单元(GRU)估计高频项及低频项，使用差分整合移动平均自回归(ARIMA)估计趋势项，所有估计值集成汇总得到定价误差估计值，最后使用定价误差估计值对Heston模型的初始定价结果进行修正后获得最终定价结果。使用华夏上证50ETF、华泰柏瑞沪深300ETF和嘉实沪深300ETF期权数据验证模型，实证结果显示，在模型结构更加简单的基础上，本文提出模型的精度普遍优于基准模型。,2024
基于双重XGBoost模型的农产品期货波动率预测——以玉米期货为例,农产品期货的波动率在农产品衍生品定价、风险分散和农产品风险对冲等领域都起着关键性作用。对波动率进行预测，投资者可以依据波动率预测结果，对预期可能面临的风险采取相应的应对策略，更加精准地进行农产品风险管理。但波动率预测领域存在如下挑战：(1)波动率的预测期限较短，仅为1天或3天，难以反映资产在未来较长时间的价格波动率情况；(2)以往研究多关注于价格等信息，在波动率预测中对于基本面信息考虑较少；(3)神经网络、深度学习等预测模型的可解释性较差，网络构建和超参数的选择多依赖于经验选择。本文提出了一个基于XGBoost模型的波动率预测框架，考虑价格和基本面数据，对于波动率的长期趋势和短期变化进行了分析。实证结果表明，加入了更多信息维度的模型有助于提升波动率预测的精度，相比于传统的GARCH模型，均方误差MSE缩小了35%以上。,2023
临时收储政策退出与农产品期货市场价格发现能力,临时收储政策退出对我国农产品的价格形成机制产生了重要影响，期货市场作为农产品定价的重要场所，其价格发现能力也会受到影响。根据信息溢出理论，探讨临时收储政策退出对农产品期货市场价格发现能力的影响机制，借助收益率溢出指数模型测度农产品期货市场价格发现能力，并构建多元线性回归模型，对比分析临时收储政策退出对农产品期货市场主力合约和近月合约价格发现能力的影响。研究表明，临时收储政策退出前后，农产品期货市场主力合约和近月合约均具有价格发现能力；临时收储政策退出提高了农产品期货市场主力合约和近月合约的价格发现能力，但对两者的边际影响差距甚小；临时收储政策退出增强了受外盘影响小的农产品期货市场主力合约和近月合约的价格发现能力，削弱了受外盘影响大的农产品期货市场主力合约的价格发现能力；期货市场信息发现效率是临时收储政策退出影响农产品期货市场价格发现能力的主要路径。为提高我国农产品期货市场价格发现能力，建议在保障农产品生产安全自主的基础上，继续以农产品价格市场化改革为导向，优化农业资源配置；降低我国期货市场境外投资者的准入门槛，提升我国农产品期货市场的国际定价影响力；大力发展机构投资者，提高期货市场信息发现效率。,2023
考虑碳排放金融市场的风-氢-火多能耦合系统交易模型,为适应碳排放权市场交易模式的多样化，提出基于现有碳排放权交易市场规则的风-氢-火多能耦合系统交易模型。基于配额和核证自愿减排量价格差，建立即期市场下多能耦合系统碳排放权即期交易模型。针对配额和核证自愿减排量的可积累性，结合欧洲能源交易所碳期权市场交易规则，提出远期市场下碳排放期权交易模型；基于广义自回归条件异方差模型改进B-S欧式期权定价模型，对国家核证自愿减排量看涨期权进行建模。算例将碳金融市场与电力调度进行有机结合，并针对现有模式、即期和远期碳排放权交易市场3种情况进行评估和分析，验证模型的有效性，为碳金融市场建设提供参考。,2023
基于改进粒子群算法的LSTM混合神经网络期权定价模型,引入改进粒子群算法(IPSO)对长短时记忆神经网络模型(LSTM)超参数进行自适应匹配，并结合Heston模型进行混合建模，提出一种全新的IPSO-LSTM-Heston期权定价模型。为验证模型的定价效果，基于上证50ETF期权高频数据进行实证分析。结果表明：IPSO算法具有优异的全局寻优能力和收敛速度，能够大幅提高LSTM混合神经网络模型的定价效率。通过将优化的LSTM神经网络模型与Heston模型结合，不仅可以捕捉高频数据的动态特征，而且能够发挥神经网络模型的非线性拟合能力与传统模型定价过程的严密性等优点，在降低定价误差的同时显著提高定价精准度。,2024
基于随机利率下CEV跳扩散模型亚式期权Fourier正余弦定价,给出了在考虑随机利率情形下亚式期权在CEV模型和跳扩散模型共同作用(简称CEV-跳扩散模型)下的定价模型，并通过改变计价单位和测度变换获得特征函数，运用Fourier-Cosine方法和Fourier-Sine方法研究亚式期权定价问题。计算结果表明，看涨几何亚式期权价格与弹性因子、无风险利率和持有期限成正向关系，和均值回归率成反向关系。除此之外，研究结果还表明，标的资产的初始价格、期限以及弹性因子对两种数值方法无明显的敏感性，无风险利率和均值回归率对Fourier-Cosine方法敏感性明显、突出，Fourier-Cosine方法隐含波动率“微笑”更加显著。在相同参数情形，两种数值方法的计算结果比较接近，验证了两种数值方法的合理性，为亚式期权的进一步的运用奠定了基础。,2022
概率扭曲与A股市场风险定价,"在等级依赖效用(RDU)框架下研究了概率扭曲对于A股市场的风险定价影响.理论上，通过推导概率扭曲下的CAPM模型，发现概率扭曲会通过影响投资者对于尾部风险的感知强弱程度而扭曲定价核，进而影响风险与收益的定价关系.当投资者低估(高估)尾部风险时，定价核呈钟型(U型),风险与收益之间负向(正向)关联.实证上，通过上证50ETF期权和A股截面数据证实了本文的理论发现.首先，由期权数据估计经验定价核，发现A股市场钟型定价核占主导，即大部分时期投资者会低估尾部风险.随后，构建概率扭曲指标将市场区分为高估时期和低估时期，回归结果发现：当市场处于低估(高估)尾部时期，系统性风险和特质风险都与预期收益显著负(正)相关.",2022
